"Year","Month","Dekad","NDVI Anomaly"
2021,1,1,104.889290987977
2021,1,2,104.670047596625
2021,1,3,103.567997837101
2021,2,1,103.215131864343
2021,2,2,102.759392201121
2021,2,3,102.330913300569
2021,3,1,101.437170065002
2021,3,2,100.878147858306
2021,3,3,99.7608245641773
2021,4,1,98.4010232057786
2021,4,2,96.84610136636
2021,4,3,96.3907007350273
2021,5,1,95.4348438290399
2021,5,2,94.0998280088828
2021,5,3,91.6820425326231
2021,6,1,90.3659374964166
2021,6,2,89.1302577482299
2021,6,3,88.8548728272834
2021,7,1,90.1667665384942
2021,7,2,91.6128598114524
2021,7,3,93.3966349432464
2021,8,1,96.6306399626604
2021,8,2,97.4612040998522
2021,8,3,98.2489191886387
2021,9,1,98.6802837276256
2021,9,2,99.1077091535497
2021,9,3,99.4123921303703
2021,10,1,99.4348874500535
2021,10,2,99.3108678394265
2021,10,3,98.4988620223746
2021,11,1,97.981051388473
2021,11,2,97.4541036069604
2021,11,3,96.7451986201279
2021,12,1,96.9211322888601
2021,12,2,96.8657810334021
2021,12,3,96.9740077514088
2022,1,1,97.4379234570366
2022,1,2,97.2656469186887
2022,1,3,97.2269767003641
2022,2,1,97.5348083489984
2022,2,2,97.8458114827826
2022,2,3,97.9025904535661
2022,3,1,96.7330927567784
2022,3,2,96.0107102119405
2022,3,3,95.3358411069925
2022,4,1,94.6526682398988
2022,4,2,N/A,
2022,4,3,N/A,
2022,5,1,N/A,
2022,5,2,N/A,
2022,5,3,N/A,
2022,6,1,N/A,
2022,6,2,N/A,
2022,6,3,N/A,
2022,7,1,N/A,
2022,7,2,N/A,
2022,7,3,N/A,
2022,8,1,N/A,
2022,8,2,N/A,
2022,8,3,N/A,
2022,9,1,N/A,
2022,9,2,N/A,
2022,9,3,N/A,
2022,10,1,N/A,
2022,10,2,N/A,
2022,10,3,N/A,
2022,11,1,N/A,
2022,11,2,N/A,
2022,11,3,N/A,
2022,12,1,N/A,
2022,12,2,N/A,
2022,12,3,N/A,