"Year","Month","Dekad","NDVI Anomaly"
2018,1,1,N/A,
2018,1,2,98.9403714216234
2018,1,3,98.8807672010106
2018,2,1,99.16119139894
2018,2,2,100.015062472583
2018,2,3,101.18385127754
2018,3,1,103.023985369344
2018,3,2,103.22189282385
2018,3,3,102.895594011102
2018,4,1,102.135003301551
2018,4,2,101.044077739126
2018,4,3,100.999126597527
2018,5,1,100.811886023914
2018,5,2,100.543336604914
2018,5,3,100.642797562228
2018,6,1,101.175462296418
2018,6,2,101.736103373272
2018,6,3,102.264806676571
2018,7,1,103.773290670955
2018,7,2,105.407746280351
2018,7,3,106.373814390325
2018,8,1,105.231692642138
2018,8,2,104.849900840545
2018,8,3,105.007446962809
2018,9,1,105.731650786408
2018,9,2,105.772191164398
2018,9,3,105.074816465512
2018,10,1,104.19597397511
2018,10,2,103.262862908377
2018,10,3,102.123667314407
2018,11,1,101.764715387381
2018,11,2,101.413668567457
2018,11,3,101.077561785124
2018,12,1,100.895037409749
2018,12,2,100.83714248165
2018,12,3,100.883038865721
2019,1,1,101.301264617136
2019,1,2,101.189670276224
2019,1,3,101.438740689975
2019,2,1,101.776667028867
2019,2,2,101.494559170821
2019,2,3,101.345265311956
2019,3,1,101.655037442584
2019,3,2,101.382302194241
2019,3,3,101.149002943612
2019,4,1,101.097733656289
2019,4,2,101.084456436219
2019,4,3,100.863402873947
2019,5,1,101.042891835847
2019,5,2,101.740641128836
2019,5,3,102.772522655787
2019,6,1,102.767010966557
2019,6,2,102.506904456011
2019,6,3,101.834304971218
2019,7,1,99.4489338476367
2019,7,2,97.42529072413
2019,7,3,96.2096567190112
2019,8,1,96.973398311343
2019,8,2,99.2506925317482
2019,8,3,102.202803800992
2019,9,1,104.60527507071
2019,9,2,103.689876884155
2019,9,3,101.994799671465
2019,10,1,100.583814905697
2019,10,2,99.9811368762456
2019,10,3,100.288431898391
2019,11,1,100.475263283336
2019,11,2,100.735924606571
2019,11,3,101.107137966323
2019,12,1,100.964907413367
2019,12,2,100.493824048853
2019,12,3,100.316245203546
2020,1,1,N/A,
2020,1,2,100.422330366004
2020,1,3,98.7143269917305
2020,2,1,98.3318000169027
2020,2,2,98.3611736404774
2020,2,3,98.7078964794037
2020,3,1,99.3841451068645
2020,3,2,99.787494775192
2020,3,3,100.273862527571
2020,4,1,100.512217286934
2020,4,2,100.166191857534
2020,4,3,99.2389367718066
2020,5,1,98.4723977537072
2020,5,2,98.0279628742621
2020,5,3,97.6257437386668
2020,6,1,97.5532846105004
2020,6,2,98.0487170331336
2020,6,3,98.4128018872201
2020,7,1,95.5374538977644
2020,7,2,94.0619693549353
2020,7,3,93.8783084382774
2020,8,1,97.6691806432908
2020,8,2,100.946669113744
2020,8,3,103.873668319295
2020,9,1,106.81906524366
2020,9,2,111.744858788212
2020,9,3,113.65269885779
2020,10,1,115.278066410361
2020,10,2,116.275497330129
2020,10,3,115.403274051897
2020,11,1,113.682048257503
2020,11,2,112.17758921624
2020,11,3,110.449361071358
2020,12,1,110.1928971415
2020,12,2,110.073704544513
2020,12,3,N/A,