batch_size,lags,3 Months Anomaly (%) Rainfall,1 Month Anomaly (%) Rainfall,Cereals and tubers,Exchange rate (USD/LCU),FCS,Fatality,NDVI Anomaly,Rainfall (mm),rCSI,Lat,Lon,Population,Ramadan,epoch,val_loss,train_loss
424,22,,,,,22,,,,,,,,,305,0.004676555283367634,0.0058582357418510995
478,114,114,114,,,114,114,,114,114,,,,114,228,0.021776501089334488,0.022418338805437088
341,7,,,,,7,,,,,,7,,,368,0.0049455901607871056,0.005243404911986242
479,32,,32,,,32,,,,,,,,,268,0.009931975975632668,0.002540696300383584
240,92,92,92,92,,92,92,92,92,92,92,92,,92,172,0.012913230806589127,0.0024317216407507658
383,28,,,,,28,28,28,,28,,28,28,28,129,0.010710211470723152,0.001836895218078912
129,103,,,,,103,,,,,,,,,336,0.010002249851822853,0.0012375907394536105
237,115,,,,,115,,,115,,,,,,491,0.009448114782571793,0.0028882729820907116
102,107,107,,,107,107,,,107,,,,,107,267,0.008621513843536377,0.000704144982737489
400,69,,69,69,69,69,69,69,,,,,69,69,113,0.013375219888985157,0.002092833404377517
414,5,,,,,5,,,,,,,,,500,0.004693551454693079,0.006535619261558168
471,49,49,49,49,49,49,49,49,49,49,49,49,49,49,145,0.01297965832054615,0.0010883010131211076
454,82,82,,82,,82,,,82,,,82,,,185,0.009132424369454384,0.001372857121085482
485,66,,66,66,66,66,66,66,,,66,,,66,159,0.011746589094400406,0.0011483194815144065
469,60,,,,,60,,,,,,,60,,156,0.0063726757653057575,0.003999009062821993
137,109,,,,,109,,,,,,,,,381,0.008164866827428341,0.0025156442813264825
213,111,111,111,,111,111,111,111,,111,111,111,111,111,250,0.011487259529531002,0.0012843738135416062
290,93,,93,,93,93,93,,93,,93,,,,276,0.010671640746295452,0.001022924382899267
473,53,53,53,53,53,53,53,53,,53,53,,53,53,150,0.012226630933582783,0.001054379486564964
373,98,98,,,,98,98,98,98,98,,98,98,98,177,0.011549423448741436,0.0030739051283729312
71,24,,24,,,24,,,,,,,,,138,0.007699185982346535,0.0019356404762676713
475,61,61,61,,61,61,,,61,61,61,61,61,,142,0.011106997728347778,0.0013438476938366268
271,37,37,,37,,37,37,37,37,37,37,37,37,37,129,0.011996511369943619,0.0008192993781995029
476,110,,,110,110,110,,,110,,,,110,110,487,0.009623700752854347,0.0025405457708984613
61,96,96,96,,,96,,96,96,96,,,,96,142,0.012714728713035583,0.0004516747576648384
190,3,3,3,3,3,3,3,3,3,3,,3,3,3,105,0.009335390292108059,0.0018751655782883365
369,116,,,,116,116,,116,,,116,,,116,210,0.012605750933289528,0.0015772960614413023
36,7,,7,7,7,7,,,,,7,,,7,101,0.013536086305975914,0.0007217154805865986
197,17,,,,,17,17,,,17,,,,,173,0.0086866719648242,0.0029543202453060076
157,59,59,59,59,59,59,59,59,59,59,59,59,59,59,113,0.01364301797002554,0.0005503032536810563
73,29,29,29,,,29,,,,,29,,,,106,0.010397360660135746,0.0006983655585358836
374,100,,,,,100,,,100,,,,,,299,0.009632756002247334,0.004645411002760132
82,83,83,83,83,83,83,,83,,83,83,,83,83,115,0.011685875244438648,0.0005889225061229595
194,57,,57,,,57,,,,57,,,57,57,126,0.010061928071081638,0.0007994905242877495
37,16,16,16,,,16,,16,,,16,16,,16,105,0.007711718999780714,0.0004323618343069599
236,19,19,19,19,,19,19,19,,,19,,19,,127,0.010588482953608036,0.001099166838051498
474,9,9,9,9,,9,9,9,9,9,9,9,9,,133,0.009159103967249393,0.0016728472340791659
58,91,91,91,91,91,91,91,91,91,91,91,,91,91,117,0.009032283606939018,0.000369144168358523
391,95,,95,95,95,95,95,95,95,95,95,,95,95,208,0.011411665007472038,0.0017988412603947587
158,18,18,18,,18,18,18,18,,18,18,,,18,113,0.013014414347708225,0.0007685351916918099
65,56,,56,56,,56,56,,56,56,56,56,,56,110,0.013015060685575008,0.0003279692724698905
66,21,,,,,21,,,21,,,21,21,21,116,0.007246134337037802,0.0007955737372564424
254,70,70,70,,,70,,70,,70,,,70,,125,0.01079873088747263,0.0010468566354284894
421,79,,,,,79,,79,79,79,,,,,174,0.010813189670443535,0.001195382138483406
210,76,,,,,76,,,,76,76,76,76,76,123,0.015830477699637413,0.000931192313678699
99,87,87,,87,87,87,,87,87,87,,87,87,,200,0.011214579455554485,0.00041170089883962646
88,50,,,,,50,,,,,,,,,132,0.006359876599162817,0.002386754303614595
140,112,112,,112,112,112,,112,112,112,112,112,112,112,212,0.010169667191803455,0.002423522722286483
79,63,,,,63,63,,,,,,,63,,122,0.013909643515944481,0.0013723976955207261
269,23,23,23,23,23,23,23,23,23,23,23,23,23,23,124,0.014901061542332172,0.000805496256903775
178,10,10,10,10,10,10,10,,10,,,10,,10,108,0.012671067379415035,0.00122577013633565
460,58,,58,58,,58,58,58,,58,58,58,,,129,0.012271390296518803,0.0013007875808151597
185,35,,,,,35,,,,,,,,35,158,0.0047106193378567696,0.0035809034375640435
326,55,55,,,,55,,,55,55,,55,55,,183,0.009207440540194511,0.0009379665995384716
491,41,41,41,41,,41,,41,41,41,41,41,41,,144,0.012677852064371109,0.0013358925996662786
92,27,27,,27,27,27,27,,27,27,27,27,27,27,108,0.011684644035995007,0.0004777162542989202
350,7,7,,7,7,7,7,7,,,,,,,118,0.015051919035613537,0.002842995126477697
265,25,25,25,,25,25,,25,,25,,25,,,116,0.016172010451555252,0.0011711290385194486
389,44,,,,,44,,,,,,,,,225,0.004394931718707085,0.004533921316857173
328,80,80,,80,,80,80,80,80,80,80,,80,80,135,0.011149640195071697,0.0014323558977192587
428,44,,,,,44,,,,,,44,,,161,0.005311350338160992,0.004150205618408445
70,44,,,44,,44,,,,44,,,,,113,0.009741292335093021,0.0004521585094846666
208,118,118,,118,118,118,,118,118,118,118,,118,118,314,0.01243672613054514,0.0012954875128343701
233,34,34,,,,34,34,34,34,,,,,34,120,0.01397822704166174,0.0009105063407040429
100,85,85,,,85,85,,,85,85,85,,,,151,0.010447176173329353,0.0005988520303314241
136,44,44,44,,44,44,,,44,44,,,44,44,111,0.013264235109090805,0.0007368790052223049
44,47,47,,47,,47,,47,,,,,47,,106,0.010905722280343373,0.0002678618534922689
298,43,,,,43,43,43,43,,,43,43,,,115,0.014759266749024391,0.0009321870116321873
259,104,,104,104,,104,,104,104,104,104,104,104,,182,0.00881864782422781,0.0032352256472222506
327,119,,,,,119,,,,119,,,,,246,0.026325426995754242,0.023726245388388634
113,90,90,,90,,90,90,90,,90,90,90,90,90,119,0.011240287683904171,0.0005989882434261273
207,31,31,31,31,31,31,31,31,31,31,31,31,31,31,111,0.014933014288544655,0.0006138536174508179
449,101,,,,101,101,,,101,,,101,,,258,0.01093218568712473,0.00485837824041179
43,65,65,65,,,65,,,,65,65,,,,117,0.008344948726395766,0.00037583299508230246
284,42,,,,,42,,,,,,,,,179,0.004494019318372011,0.004808952063735989
352,108,108,,,,108,,108,108,108,,108,108,,212,0.012264803983271122,0.0035763521023370604
186,74,,74,,,74,,74,74,,74,74,,,120,0.01710762269794941,0.0010240913070954903
267,20,20,20,20,20,20,20,20,20,20,20,,20,20,113,0.017419056966900826,0.000787711408668553
448,113,,,,,113,,,,,,,,,500,0.009566845372319221,0.004092161078006029
415,38,38,,,,38,,,,38,,,38,,142,0.009431136772036552,0.0014252711366469096
325,45,,,45,45,45,,,45,45,,45,45,,125,0.009546231478452682,0.0011108264332977814
345,73,73,73,73,73,73,73,,73,73,73,73,73,73,135,0.009593162685632706,0.0015691330012156288
437,15,,,,,15,,15,15,,,,,,287,0.005476900842040777,0.005806909022043197
465,81,81,,,,81,81,81,,81,,81,,81,154,0.01085065957158804,0.0014126076219124822
361,68,,,,68,68,,,,,68,,68,,128,0.015849005430936813,0.0013222137594763443
97,39,,39,39,,39,,,,,,,,39,112,0.0071520996280014515,0.0006996716913577113
339,40,,,,,40,40,40,40,,,40,40,,154,0.009532475844025612,0.001140527490468986
340,64,64,64,64,64,64,64,64,64,64,,64,,64,125,0.011338622309267521,0.000857620919928681
163,88,,,88,88,88,,,88,,88,88,,,169,0.009738952852785587,0.0007627791858240748
273,86,,86,86,86,86,86,86,86,86,86,86,,86,129,0.013151445426046848,0.001038187248782525
38,6,,,,,6,,,,,,,,,366,0.004461456354086598,0.005992204845846594
205,33,33,33,33,,33,33,,,33,,,33,,124,0.012494916096329689,0.0008160911213111369
239,26,26,26,26,26,26,26,26,26,26,26,26,26,26,115,0.013992493972182274,0.0006934595578725385
320,36,36,36,,,36,,,,36,,,,,171,0.011798502877354622,0.0016218562473431842
389,54,54,54,54,54,54,54,,54,54,,,54,54,123,0.015908563509583473,0.0008778592271492545
489,30,30,30,30,30,30,30,30,30,30,30,30,30,30,127,0.018004538491368294,0.0008096078632870453
173,51,,,51,51,51,,,,,,,,,155,0.011448357254266739,0.0015701198811064276
468,11,11,11,11,11,11,11,,,11,11,11,11,11,119,0.010587784461677074,0.0012753207574791785
241,46,46,46,46,,46,46,46,46,46,46,46,46,46,119,0.011490600183606148,0.0009049930127294944
39,75,,,,,75,,,,,,,,,139,0.006692596594803035,0.0012438300759337532
46,71,,71,71,71,71,,,,71,71,,71,71,112,0.011997751084466775,0.00039430354881915265
353,4,,,4,4,4,,4,,,,,,4,124,0.008044646121561527,0.004714677655646319
119,99,99,,99,99,99,99,99,99,,99,99,,99,174,0.010655727237462997,0.0007281847376294469
300,117,,,117,,117,,117,117,,,117,,,210,0.01315198466181755,0.0013737946283072233
214,14,,,,,14,,,,,,,,,260,0.004841366317123175,0.006256559525969103
438,12,12,,,,12,,,,12,,12,,,216,0.006779253017157316,0.00295179873749259
51,94,94,94,94,94,94,94,94,94,94,94,94,94,94,113,0.00893366988748312,0.0004553371930302566
107,84,,,,84,84,,,,,,,,,126,0.013906478881835938,0.001181854882966633
482,105,105,,105,105,105,105,,105,,105,105,,,343,0.011819995008409023,0.004372957344943037
388,41,,,,41,41,41,,41,,,41,,41,111,0.013875589706003666,0.0014089970566585595
344,13,,,13,,13,,,,,13,,,,184,0.007520653773099184,0.0038335361956762007
410,6,,,,,6,6,6,,,6,,,,337,0.005288937594741583,0.003621056087192025
379,62,,,,62,62,,62,,62,62,,,62,165,0.015195378102362156,0.0010755886093036019
228,18,18,18,18,18,18,18,18,18,,18,18,18,18,115,0.014406129717826843,0.0008599696633866941
225,22,22,22,22,22,22,22,,22,22,22,,22,22,117,0.017131885513663292,0.0008885604413655145
63,77,77,,77,77,77,77,77,77,77,77,77,,,107,0.014803586527705193,0.0004452673960986431
38,48,48,,,,48,,48,,48,48,48,48,,110,0.009618929804613192,0.00019621182567578323
132,6,6,6,6,6,6,6,6,6,6,6,6,6,6,108,0.009495371952652931,0.0008175436953745513
363,6,6,6,6,,6,6,6,6,6,6,6,6,6,121,0.00838681124150753,0.0015753304971243582
72,72,,72,72,,72,72,,72,72,72,72,,72,119,0.010330804623663425,0.0003949882447098692
38,1,,,,,1,,,,,,,,,129,0.004830931359902024,0.007334999342036873
229,44,,,44,,44,,,,,,,,,174,0.006408953573554754,0.0024618061797876236
245,82,82,,82,82,82,82,82,82,82,,82,82,82,120,0.011849039234220982,0.0006881695638488358
156,52,52,,,52,52,,,,,,,,,119,0.01044081524014473,0.0008002364821732044
142,102,102,102,102,,102,,102,102,102,102,102,102,102,129,0.012453095056116581,0.0014327376247901056
429,106,106,106,106,106,106,106,106,106,106,106,106,106,106,167,0.013601168990135193,0.0024026229628361763
346,114,,114,,,114,,114,,,,,,,498,0.012310312129557133,0.0028371834196150303
109,60,,,,,60,,,,,,,,,168,0.008237071335315704,0.0015138560449581985
184,89,,,,,89,,,89,,,,,,153,0.009550266899168491,0.0013189546813789223
108,97,,,,,97,,,,,,,,,233,0.008895264938473701,0.0016668846772518009
251,8,8,8,,8,8,8,8,,8,8,8,8,8,112,0.00980934128165245,0.0012797227709458725
389,78,78,78,,,78,78,,78,78,78,,,78,244,0.010222344659268856,0.0024360490520086743
450,67,67,67,,67,67,67,67,67,67,67,67,67,67,116,0.01288375724107027,0.0012854320812039077
359,115,115,115,115,,115,,,115,,115,,115,115,288,0.012279736809432507,0.002616841346025467
105,2,,,2,,2,,,2,,,2,,,161,0.00613775197416544,0.00482437284865781
247,93,93,93,93,,93,93,93,,,,,,,209,0.009895579889416695,0.0017156502242465245
53,28,,,28,28,28,28,,28,28,28,,,28,107,0.01115964239773651,0.00031373566487993284
276,103,103,,103,,103,103,103,103,,103,,103,103,382,0.010554500855505466,0.0013773165210815414
314,92,,,,,92,,,,,,,92,92,212,0.010311945341527462,0.002008831646759063
287,5,5,5,,,5,,,5,,5,5,,,172,0.006196473725140095,0.0027325016708346084
462,111,,,111,111,111,111,111,111,111,111,111,111,,250,0.010598240420222282,0.0030507338233292103
170,110,,110,,,110,,110,,110,,110,,,228,0.013150464743375778,0.0016081768886319228
492,66,,66,,,66,,,,,66,,,66,167,0.012817046605050564,0.0016655271708527033
312,107,,,,,107,,,,,,107,,,500,0.009315053932368755,0.008683498594909906
224,69,69,,,69,69,69,,69,69,69,69,69,69,119,0.014332977123558521,0.0008868402148234761
147,32,32,32,32,32,32,32,32,32,32,32,,32,32,115,0.013837930746376514,0.0004781856338205912
201,83,83,,83,83,83,83,,83,,,83,83,,201,0.009714863263070583,0.0009343914786928936
472,109,,,109,109,109,,109,109,109,109,,109,,500,0.009737775661051273,0.00208706905056412
285,37,,,,37,37,,,,,,,,,112,0.012053643353283405,0.003447130593121983
153,49,49,49,49,49,49,49,49,49,49,49,49,49,49,112,0.013746295124292374,0.0005770288604253438
135,100,100,100,100,100,100,100,100,100,100,100,100,100,100,130,0.0122190210968256,0.0013473453667863984
331,53,,53,,,53,,,,53,,,,,141,0.012773583643138409,0.0013810793387165176
54,98,,,,,98,,,,,,,,,165,0.008434940688312053,0.0013190302198238084
234,61,61,61,61,61,61,61,61,,61,61,,61,,115,0.01444061379879713,0.0006796525977344053
118,59,59,59,59,59,59,59,59,59,59,59,59,59,59,117,0.011057347059249878,0.0004582037851676056
407,18,,18,18,,18,,,,18,18,,,,138,0.008833116851747036,0.0022811173814935265
154,24,,24,,,24,24,,24,,24,24,24,24,127,0.009327813051640987,0.0007364197744525582
412,91,,,,,91,,,,,,,,,228,0.007819298654794693,0.003179581406024786
56,116,116,116,116,116,116,116,,116,116,116,,116,116,241,0.009793823398649693,0.0012783792645980915
69,17,17,,,,17,17,,17,17,,,17,,115,0.009077725932002068,0.0004962074329087045
235,7,,,7,7,7,,,,,7,7,,7,111,0.009638864547014236,0.002412579149170073
270,29,29,29,29,29,29,29,29,29,,,,29,,123,0.0171208418905735,0.0010334061146502129
281,16,16,16,,,16,16,,16,,16,,,,141,0.010129813104867935,0.0013875736231207172
262,41,41,,,41,41,41,,41,41,41,,41,41,133,0.011086221784353256,0.0006844918571132758
306,3,3,3,3,3,3,,,3,,3,3,3,3,113,0.007022403180599213,0.0026266228505655337
268,57,57,57,57,57,57,,,57,,57,,,57,114,0.01137672271579504,0.000864086184430764
64,79,,79,,,79,,,79,79,79,,,,115,0.012618555687367916,0.0004252731147540831
112,6,,6,,6,6,6,,,,6,,6,,110,0.009821764193475246,0.0016140024372105215
453,96,96,96,,,96,96,96,96,,96,96,,,199,0.012584979645907879,0.0027671665429980273
122,56,,,,56,56,56,,56,56,56,56,56,,108,0.012982719577848911,0.0005654250630565609
55,95,95,95,95,,95,95,95,,95,95,,95,95,251,0.00891542275591443,0.0001529510876328762
413,19,,,19,19,19,19,,,19,19,,,,118,0.016409585252404213,0.0018323014603949905
179,76,,76,,,76,,,76,,,,,,138,0.011416388675570488,0.001069043684827459
202,44,,44,44,44,44,44,44,44,,44,44,44,44,125,0.01086056511849165,0.0006151470524465163
337,35,,,,,35,,,,,,,,,249,0.004429015330970287,0.004733879599205362
385,112,112,112,112,112,112,112,112,112,112,,112,112,112,276,0.011526155285537243,0.002830640645697713
222,21,21,21,,21,21,21,21,21,21,21,21,21,,110,0.015005973167717457,0.0008072118972146807
432,25,25,25,25,25,25,25,25,25,25,25,25,25,25,119,0.013606022112071514,0.0010203052873966163
148,50,,50,50,,50,50,,,50,50,50,50,,119,0.009424488060176373,0.0006928914854423472
481,70,,,,70,70,,70,70,70,,70,70,,144,0.014550379477441311,0.0015859021924531866
382,35,,35,35,,35,35,,35,35,35,35,35,,141,0.012392324395477772,0.001112931924379938
238,74,74,74,,74,74,74,74,74,74,74,74,74,74,127,0.012756931595504284,0.0009012936095548289
81,63,63,63,63,63,63,63,63,63,63,63,63,63,63,114,0.011034559458494186,0.0003154698337311856
145,81,,,,,81,,,,,,,,,217,0.00563221937045455,0.003021962766069919
96,23,,,,,23,,,,,,,,,199,0.006145057268440723,0.005021182943056238
221,47,,,,,47,47,,,,,,47,,200,0.006190471816807985,0.004314699621394366
150,9,,,,,9,,9,,,9,9,,9,163,0.00636935792863369,0.0019713222529928855
484,27,27,27,27,27,27,27,27,,27,27,,27,27,128,0.012651861645281315,0.0012397729238943645
125,85,85,,,,85,,85,,85,,,,,125,0.013279612176120281,0.0006643073299225458
337,34,,,34,,34,,,,34,34,,,34,128,0.007834993302822113,0.0013635530200109902
337,58,58,58,58,58,58,58,58,58,58,58,58,58,58,125,0.013228644616901875,0.0008099212487146658
171,35,35,35,,,35,35,,,35,35,,35,35,111,0.009919693693518639,0.0005580155595408742
365,119,119,,119,,119,119,,,119,,119,119,119,496,0.013512050732970238,0.001161955646239221
293,104,,,,,104,,,,,,,,,361,0.009082825854420662,0.0016612489528667468
177,35,,35,35,35,35,,35,,,35,35,35,,111,0.013429970480501652,0.0007525144736907195
299,65,65,,65,,65,65,,65,,65,65,,,129,0.010883796960115433,0.0008431902322627138
494,15,,,15,15,15,15,15,,,15,15,,,146,0.011738540604710579,0.002034770198557465
110,108,108,108,,108,108,108,108,108,108,108,108,108,108,204,0.011032383888959885,0.001509417698899698
408,88,88,88,88,88,88,88,88,88,88,88,88,88,88,173,0.01151934266090393,0.0011592398453824993
455,90,90,90,,90,90,90,,90,90,90,,90,90,163,0.011879082769155502,0.002167797582741413
33,10,10,10,10,10,10,,10,10,10,10,10,10,,102,0.011396479373797775,0.0003529177994410742
310,86,,,86,86,86,86,86,,,86,86,86,,173,0.009655450470745564,0.0012272198994954426
277,55,55,55,,55,55,55,55,,55,55,55,55,,127,0.011836902238428593,0.0010286668943139845
263,87,87,87,87,87,87,87,87,87,,87,87,87,,141,0.00946500338613987,0.0010452496128143846
93,42,,42,42,42,42,42,,42,,42,,42,42,110,0.010814628563821316,0.00046286680945195255
124,68,68,68,68,68,68,68,68,68,68,68,68,68,68,116,0.011701383627951145,0.0005499341662143211
488,43,,43,43,43,43,43,,,,,,43,,115,0.01704210415482521,0.0016813182790117623
34,113,,,,,113,,,113,,,,,,221,0.012159616903712351,0.002713684919096219
127,101,101,,101,,101,101,101,101,,101,,,,190,0.010843103751540184,0.0006124640650644627
466,31,,,,31,31,31,,,,,,,31,140,0.012189535424113274,0.003407872096426034
103,118,,,,,118,,,,118,,,118,,396,0.010246332734823227,0.002012765035033226
436,7,7,7,7,7,7,,7,7,,,7,7,7,111,0.010479013435542583,0.0019729210735496246
62,73,73,73,,73,73,73,73,,73,73,73,,73,111,0.010429629124701023,0.00028856557787962215
372,30,,,,,30,,30,,,,,,,365,0.004909237381070852,0.0033493512229801252
354,20,20,,,,20,20,,20,,,20,,,121,0.008961799554526806,0.0019619532624384406
409,75,75,75,,,75,75,,,75,,75,75,75,145,0.010927146300673485,0.0009122986892757508
74,35,35,,35,35,35,,,,,,,,,104,0.011565176770091057,0.0005543962589865437
397,117,,117,117,117,117,117,117,117,117,117,117,117,117,467,0.012062539346516132,0.001211954397149384
393,4,,,,4,4,4,4,4,,,4,,4,107,0.010323431342840195,0.004597408327364684
292,51,,,51,51,51,,51,51,,51,51,51,51,119,0.014555680565536022,0.0007458004781228462
139,80,80,80,,80,80,80,80,80,80,80,80,80,80,113,0.01108644250780344,0.0005598298010472964
283,33,,,,,33,,,,33,,,,,162,0.008262441493570805,0.0028956258479627735
430,71,,,,,71,,,,,,,,,170,0.004345471505075693,0.0048123448057964015
447,71,,,,,71,,,,,,,71,71,183,0.0069594294764101505,0.002655387518967947
348,54,,,,,54,54,,,54,,,,,135,0.011109232902526855,0.0015834558049275997
417,39,39,39,39,39,39,39,39,,,39,39,39,,116,0.014325209893286228,0.0009380504540809526
367,12,,12,,12,12,12,12,12,12,,12,,12,120,0.016894597560167313,0.0017588157637880022
430,71,71,71,,71,71,71,,,,71,71,,,148,0.012882278300821781,0.0010880626749881692
89,40,40,40,40,40,40,40,,40,40,40,40,40,40,106,0.012292253784835339,0.0003742305060331528
477,71,,,,,71,71,,,,,,,,203,0.006703169550746679,0.003585620105276694
134,38,,,,,38,,,38,,,,,,129,0.006562140304595232,0.0016343281280155047
198,26,26,,26,26,26,26,26,26,26,26,,26,26,113,0.014024506323039532,0.0006228610543805369
486,8,,8,,,8,,,8,,,,,,224,0.005507210735231638,0.00561349581747632
322,99,,,99,99,99,99,99,,99,,,,,233,0.01003030315041542,0.0011610799867884014
296,64,,,,64,64,,,,,,,,,117,0.013745793141424656,0.0025464183902777966
176,18,18,,18,18,18,18,18,18,18,,18,,18,113,0.013434662483632565,0.0006971548173438619
430,41,41,,,,41,,,,,41,41,,,174,0.008357899263501167,0.002345446286326797
336,45,,45,45,,45,45,45,45,45,45,45,45,45,125,0.011295412667095661,0.0008171734102587733
398,48,48,48,,48,48,48,48,48,48,48,48,48,,141,0.011457585729658604,0.0011070142450049555
316,46,,,,,46,,,,,,,,46,219,0.007367665879428387,0.0025662360527058583
371,62,62,62,62,62,62,62,62,62,62,62,62,62,62,115,0.01701570302248001,0.0008587817606960677
98,84,84,84,84,,84,,84,84,,,84,84,,122,0.010350853204727173,0.000856396115168628
420,11,11,,,11,11,,11,,11,11,,,,122,0.012065344490110874,0.0026421876698908098
76,44,44,44,,,44,44,44,44,44,44,44,,,111,0.008233393542468548,0.00040027735798436827
104,7,7,,7,7,7,7,,,,,,7,,108,0.01192488893866539,0.0013442356008189645
231,97,97,97,97,97,97,97,97,97,,97,,97,97,149,0.01310601457953453,0.002298809477360919
351,13,13,13,13,13,13,13,13,13,13,13,13,13,13,119,0.013121013529598713,0.001111013690388063
427,106,,,106,,106,,,,106,,,,,273,0.007670038845390081,0.0028039320022799075
419,105,,105,,105,105,,105,105,,105,105,,105,288,0.01169729232788086,0.0037146009343107128
199,67,67,,67,67,67,67,67,67,,67,67,67,67,500,0.009881943464279175,0.00013131947285485997
442,103,103,103,103,103,103,103,103,,103,103,,103,103,262,0.011963045224547386,0.0029869896537136464
294,94,94,94,,94,94,,,94,,,,94,94,191,0.016990970820188522,0.002663806515097942
301,36,,,36,36,36,36,36,36,36,36,36,,36,121,0.01224604807794094,0.001051508453353634
358,22,22,,,22,22,,,,,,22,,,126,0.01585318148136139,0.0028157174890338066
291,72,72,,,72,72,,,,,,,72,,122,0.013232520781457424,0.0010526195768034085
272,89,,89,89,89,89,,,,89,89,89,,89,318,0.01098121888935566,0.0010638887894206814
250,71,71,,71,71,71,,71,71,,,,71,,129,0.011821887455880642,0.002988757939327616
443,77,77,77,,77,77,77,,77,77,77,77,77,77,132,0.011069401167333126,0.001318324686823568
91,78,,78,78,78,78,78,78,78,78,78,78,78,78,111,0.010965133085846901,0.0005043263126733816
90,1,1,1,,1,1,1,1,1,1,1,1,1,1,109,0.008729985915124416,0.002704509804908443
416,14,14,14,14,14,14,14,14,14,,14,14,14,14,139,0.009712493047118187,0.0011903545193820227
425,2,,,,,2,,,,,,,,,500,0.004411301109939814,0.006561201052281303
278,49,49,49,49,,49,49,49,49,49,49,49,49,49,116,0.014491381123661995,0.0006482651326508609
131,28,28,,,,28,,,28,,,,,,161,0.007426140829920769,0.0008851102977439113
451,114,114,114,,114,114,114,114,114,114,114,114,,114,396,0.013620075769722462,0.0026284148916602135
175,92,,,,92,92,92,92,92,,,92,,92,118,0.011747423559427261,0.0037220043285439413
32,32,32,32,32,32,32,32,32,32,,32,32,32,32,105,0.010439310843745867,0.0001839192196562448
155,102,,102,102,,102,,102,102,102,102,102,,102,206,0.01118211168795824,0.003801670806327214
141,52,52,52,,52,52,52,,52,52,52,52,,52,111,0.011079632677137852,0.0005657915224303277
216,7,7,,,,7,,7,7,7,,7,7,7,160,0.006993972230702639,0.0012937917289408771
330,60,,,,60,60,,,,60,,60,60,60,153,0.010607578791677952,0.002264445808944864
220,53,,,53,,53,,,,53,,,,,122,0.0100546358153224,0.001016276644501583
441,82,,,,,82,,,,,82,82,,,224,0.008863137103617191,0.0019370690535288305
360,5,,,,,5,,5,,5,,,5,,184,0.005960388574749231,0.004347023416942518
395,69,,,,,69,,,,69,,,,,159,0.0074804783798754215,0.0015676486184222288
448,66,66,,,,66,,66,,,,,,,157,0.007907316088676453,0.0019693255085145044
333,17,17,17,17,17,17,17,17,17,17,,,17,17,125,0.012369377538561821,0.0013670522026950494
59,109,,109,109,109,109,109,109,109,109,109,109,109,109,253,0.011563704748793195,0.00176164113120952
458,115,115,115,115,115,115,115,115,115,115,115,115,115,115,360,0.012535450980067253,0.0019522022921591997
168,111,,,,,111,,,111,,,,111,,346,0.010420273058116436,0.002848274478067954
297,100,100,100,100,100,100,100,100,100,100,100,100,100,100,231,0.0124182915315032,0.0015124413003350663
378,110,,,110,,110,110,,,,,,,,243,0.022526929154992104,0.0227927939966321
320,61,61,61,,,61,,,,,,61,,,152,0.011427758261561394,0.0015274735522412119
335,59,,,,,59,,,,,,,,,232,0.006188422441482544,0.002462688013884485
279,107,107,107,107,107,107,,107,107,107,107,107,107,107,223,0.009853838942945004,0.0031196554901544004
356,83,83,83,,,83,83,,83,83,83,83,,83,161,0.012253654189407825,0.001291337256621131
94,18,,18,18,18,18,18,18,18,18,18,18,18,18,107,0.014454597607254982,0.0005354545652820895
487,98,,98,98,,98,98,98,98,98,98,98,98,98,229,0.011018292978405952,0.0019766857843486626
425,116,,,,,116,,,,,,,,,207,0.027237925678491592,0.024136345833539963
143,2,,,,,2,2,,2,,,,,,300,0.004795042797923088,0.005261065147182756
459,2,2,,2,,2,,2,2,2,2,2,2,2,142,0.006515153218060732,0.003580568830239708
390,2,,,,,2,,,,,,,,,500,0.004545333329588175,0.006504626833307354
149,16,16,16,16,16,16,16,16,16,16,16,,,16,108,0.01078009232878685,0.0006026250189024242
223,96,96,96,,96,96,96,96,96,,96,,96,96,139,0.014083622954785824,0.0013174622712309458
334,2,2,,,,2,2,,,,,,,2,398,0.005058587063103914,0.004388555548747704
399,41,,41,41,41,41,41,41,41,41,41,41,,41,120,0.011322258040308952,0.0008695653290487826
169,93,,,93,,93,,,,,,,,,270,0.00872957892715931,0.0006744562145387236
425,79,79,79,79,79,79,79,79,79,79,79,79,79,79,174,0.01238998956978321,0.001511984539224374
323,24,,24,24,24,24,24,,24,,,,,,126,0.01375671848654747,0.001905955422976752
423,95,,95,,95,95,95,,,95,,,,,214,0.012917357496917248,0.0020600577789909123
446,9,9,9,9,9,9,9,9,9,9,9,9,9,9,124,0.009536595083773136,0.001304865633403411
452,57,57,57,57,57,57,,,57,57,57,57,57,57,137,0.013172556646168232,0.0016161190775326557
282,27,,,,,27,,,,,27,,,,179,0.005869807209819555,0.0035047563915658326
217,3,3,,,,3,3,,,3,,,,,279,0.005609115120023489,0.004564165580256608
439,37,,,,37,37,37,37,37,37,37,37,,37,143,0.009152923710644245,0.001224434861020806
309,21,21,,21,21,21,21,,21,21,21,,,,123,0.014084428548812866,0.0013255093903353555
187,76,76,,76,76,76,,,76,76,,76,76,,140,0.01163469348102808,0.0006751892217472801
308,91,,,,,91,,,,91,91,,,,331,0.008116835728287697,0.001771454711874517
133,29,,,,,29,29,,,,29,29,,29,116,0.00965250562876463,0.0013243283118671654
