AdminStrata,Abyan,Abyan,Abyan,Abyan,Abyan,Aden,Aden,Aden,Aden,Aden,Al Bayda,Al Bayda,Al Bayda,Al Bayda,Al Bayda,Al Dhale'e,Al Dhale'e,Al Dhale'e,Al Dhale'e,Al Dhale'e,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Jawf,Al Jawf,Al Jawf,Al Jawf,Al Jawf,Al Maharah,Al Maharah,Al Maharah,Al Maharah,Al Maharah,Al Mahwit,Al Mahwit,Al Mahwit,Al Mahwit,Al Mahwit,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amran,Amran,Amran,Amran,Amran,Dhamar,Dhamar,Dhamar,Dhamar,Dhamar,Hadramaut,Hadramaut,Hadramaut,Hadramaut,Hadramaut,Hajjah,Hajjah,Hajjah,Hajjah,Hajjah,Ibb,Ibb,Ibb,Ibb,Ibb,Lahj,Lahj,Lahj,Lahj,Lahj,Marib,Marib,Marib,Marib,Marib,Raymah,Raymah,Raymah,Raymah,Raymah,Sa'ada,Sa'ada,Sa'ada,Sa'ada,Sa'ada,Sana'a,Sana'a,Sana'a,Sana'a,Sana'a,Shabwah,Shabwah,Shabwah,Shabwah,Shabwah,Taizz,Taizz,Taizz,Taizz,Taizz
Food Group,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers
Commodity,Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG),Exchange rate (unofficial) - Retail (USD/LCU),Potatoes - Retail (KG),Rice (imported) - Retail (KG),Wheat - Retail (KG),Wheat flour - Retail (KG)
2018-01-31,0.06328502415458936,0.08267716535433073,0.1875,0.0,0.06153846153846154,0.017391304347826098,0.07283464566929135,0.0,0.12145748987854255,0.06153846153846154,0.03864734299516914,0.13188976377952755,0.2578125,0.036437246963562764,0.038461538461538436,0.03864734299516914,0.07283464566929135,0.25,0.0,0.01538461538461533,0.04444444444444451,0.06299212598425197,0.171875,0.04372469635627535,0.053846153846153766,0.033816425120772986,0.013779527559055121,0.0625,0.036437246963562764,0.0461538461538461,0.05797101449275366,0.07283464566929135,0.21875,0.09109311740890691,0.09230769230769231,0.061835748792270606,0.053149606299212615,0.1875,0.04858299595141702,0.053846153846153766,0.07246376811594202,0.11220472440944884,0.25,0.09716599190283404,0.12307692307692308,0.0531400966183575,0.08267716535433073,0.171875,0.12145748987854255,0.16923076923076918,0.037681159420289934,0.09251968503937008,0.125,0.07287449392712553,0.06153846153846154,0.03188405797101457,0.12860892388451445,0.16666666666666674,0.04453441295546562,0.04102564102564099,0.05797101449275366,0.09251968503937008,0.171875,0.06072874493927127,0.06153846153846154,0.05362318840579716,0.09251968503937008,0.171875,0.06072874493927127,0.06153846153846154,0.022705314009661914,0.06299212598425197,0.15625,0.0,0.01538461538461533,0.0,0.10236220472440946,0.0625,0.02429149797570851,0.0,0.06280193236714982,0.1220472440944882,0.046875,0.036437246963562764,0.06153846153846154,0.009661835748792313,0.08267716535433073,0.125,0.02429149797570851,0.06153846153846154,0.03913043478260869,0.043307086614173235,0.125,0.12145748987854255,0.06153846153846154,0.0434782608695653,0.06299212598425197,0.171875,0.012145748987854255,0.2615384615384615,0.06280193236714982,0.10236220472440946,0.25,0.12145748987854255,0.2153846153846154
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
