"Year","Month","Dekad","NDVI Anomaly"
2019,1,1,102.688115416933
2019,1,2,102.896929929594
2019,1,3,103.66967366912
2019,2,1,103.871104273116
2019,2,2,103.010487169952
2019,2,3,102.956027217182
2019,3,1,105.001639500156
2019,3,2,105.500195161752
2019,3,3,104.749934262424
2019,4,1,103.640421949616
2019,4,2,102.570807338099
2019,4,3,102.318233702678
2019,5,1,102.08061924908
2019,5,2,102.614907802718
2019,5,3,107.248694679016
2019,6,1,111.893940237746
2019,6,2,116.581288739329
2019,6,3,119.213024540998
2019,7,1,117.369981550594
2019,7,2,115.202232927656
2019,7,3,112.424907593933
2019,8,1,106.468532384757
2019,8,2,104.603183264772
2019,8,3,103.187446135523
2019,9,1,101.729597646984
2019,9,2,100.035682205697
2019,9,3,100.193563993027
2019,10,1,101.733053845798
2019,10,2,104.953659297958
2019,10,3,114.705443084483
2019,11,1,119.277806854398
2019,11,2,121.337296476604
2019,11,3,119.962909323131
2019,12,1,118.586145906539
2019,12,2,116.415221685452
2019,12,3,114.723435042526
2020,1,1,111.336862205789
2020,1,2,109.938044378152
2020,1,3,108.045567423684
2020,2,1,108.428108531808
2020,2,2,108.552101152845
2020,2,3,108.155859528385
2020,3,1,107.661141557718
2020,3,2,107.388054497817
2020,3,3,106.936345799875
2020,4,1,105.700802605692
2020,4,2,104.353514918517
2020,4,3,103.608405489093
2020,5,1,103.948735872877
2020,5,2,105.792384957248
2020,5,3,105.368423608597
2020,6,1,104.946216198907
2020,6,2,105.434499265368
2020,6,3,107.515320501583
2020,7,1,116.256317611064
2020,7,2,119.656964883451
2020,7,3,120.044146892325
2020,8,1,117.073401640848
2020,8,2,114.779505128281
2020,8,3,112.232639137679
2020,9,1,109.884132765481
2020,9,2,109.515051352012
2020,9,3,111.380358376828
2020,10,1,113.404023055944
2020,10,2,115.444733932112
2020,10,3,117.708205757936
2020,11,1,117.412474181519
2020,11,2,116.939869246487
2020,11,3,116.517154081685
2020,12,1,116.025612189176
2020,12,2,115.417143790401
2020,12,3,114.521574897629
2021,1,1,114.642279529898
2021,1,2,114.897436248315
2021,1,3,113.574821873934
2021,2,1,112.59537619416
2021,2,2,112.1050204537
2021,2,3,111.860833474022
2021,3,1,112.428594934556
2021,3,2,112.751716581856
2021,3,3,111.366734764053
2021,4,1,109.793961934392
2021,4,2,107.639277905998
2021,4,3,106.654831650575
2021,5,1,106.132390220539
2021,5,2,106.564411510795
2021,5,3,107.798004046703
2021,6,1,105.904801419012
2021,6,2,104.568278644064
2021,6,3,104.42323935288
2021,7,1,104.939249928721
2021,7,2,106.194057834569
2021,7,3,109.1577263511
2021,8,1,112.436296652321
2021,8,2,111.140660835223
2021,8,3,108.087923849306
2021,9,1,104.820788538725
2021,9,2,104.241346663473
2021,9,3,106.699043399917
2021,10,1,107.966514833108
2021,10,2,108.114535833358
2021,10,3,104.78691431377
2021,11,1,103.536173911418
2021,11,2,102.485676409604
2021,11,3,101.810572410923
2021,12,1,101.669952152169
2021,12,2,101.08799677319
2021,12,3,101.104642146449