AdminStrata,Abyan,Abyan,Abyan,Abyan,Aden,Aden,Aden,Aden,Al Bayda,Al Bayda,Al Bayda,Al Bayda,Al Dhale'e,Al Dhale'e,Al Dhale'e,Al Dhale'e,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Jawf,Al Jawf,Al Jawf,Al Jawf,Al Maharah,Al Maharah,Al Maharah,Al Maharah,Al Mahwit,Al Mahwit,Al Mahwit,Al Mahwit,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amran,Amran,Amran,Amran,Dhamar,Dhamar,Dhamar,Dhamar,Dhamar,Dhamar,Hadramaut,Hadramaut,Hadramaut,Hadramaut,Hadramaut,Hadramaut,Hajjah,Hajjah,Hajjah,Hajjah,Hajjah,Hajjah,Ibb,Ibb,Ibb,Ibb,Lahj,Lahj,Lahj,Lahj,Marib,Marib,Marib,Marib,Raymah,Raymah,Raymah,Raymah,Sa'ada,Sa'ada,Sa'ada,Sa'ada,Sana'a,Sana'a,Sana'a,Sana'a,Shabwah,Shabwah,Shabwah,Shabwah,Socotra,Socotra,Socotra,Socotra,Taizz,Taizz,Taizz,Taizz
Food Group,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers
Commodity,Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Millet (KG),Potatoes (KG),Rice (imported) (KG),Sorghum (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Millet (KG),Potatoes (KG),Rice (imported) (KG),Sorghum (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Millet (KG),Potatoes (KG),Rice (imported) (KG),Sorghum (KG),Wheat (KG),Wheat flour (KG),Millet (KG),Potatoes (KG),Rice (imported) (KG),Sorghum (KG),Wheat (KG),Wheat flour (KG),Millet (KG),Potatoes (KG),Rice (imported) (KG),Sorghum (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG),Potatoes (KG),Rice (imported) (KG),Wheat (KG),Wheat flour (KG)
2018-03-31,1.2995,2.6239999999999997,0.5998,0.7997,1.1996,1.9993,0.7997,0.8397,1.0996,2.799,0.6697,0.7557,1.2495,2.799,0.6398,0.7197,0.9996,1.4495,2.3991,0.9396,0.6737,0.7397,0.8997,2.3991,0.7997,0.9996,1.1996,2.699,0.6797,0.7997,1.0496,2.5989999999999998,0.7997,0.8997,0.9357,1.5494,2.799,1.0436,0.7597,0.7997,1.1996,2.3991,0.6598,0.8397,1.2275,1.2495,2.4491,0.8317,0.7197,0.7997,1.5314,1.3245,2.81145,1.4675,0.70475,0.8397,0.9996,1.6994,2.2617,1.2835,0.67475,0.72975,1.2995,2.4991,0.7197,0.7997,1.0496,2.5989999999999998,0.5998,0.7997,1.1996,2.1992,0.6498,0.7397,1.3995,2.1992,0.6797,0.7997,0.9996,2.5989999999999998,0.7197,0.7747,1.0996,2.3991,0.7997,0.7997,1.0996,2.5989999999999998,0.6398,1.1196,0.9996,2.5989999999999998,0.7197,0.7747,1.2495,2.799,0.7997,0.9796
2018-04-30,1.1996,2.799,0.7997,0.8797,1.2495,1.9993,0.7997,0.7997,1.3495,2.799,0.6797,0.7797,1.3995,2.9989,0.6398,0.8797,0.9996,1.4994,2.4991,0.9836,0.7397,0.7797,1.0996,2.3991,0.7997,1.1996,1.1996,2.9989,0.7997,0.9996,1.0996,2.799,0.8797,0.9396,1.0276,1.5994,2.799,1.1516,0.7397,0.7997,1.4495,2.799,0.7997,0.8997,1.2715,0.9996,2.799,0.9396,0.7997,0.8797,1.5314,1.54945,2.89895,1.4675,0.7397,0.8397,0.9996,1.7244000000000002,2.5740499999999997,1.1516,0.7597,0.7897,1.4495,2.799,0.7197,0.7997,0.8997,2.6489999999999996,0.6198,0.8597,1.3495,2.2991,0.6797,0.7997,1.5994,2.699,0.6797,0.7997,1.1496,2.5989999999999998,0.7197,0.7397,1.1996,2.799,0.7997,0.7997,1.3495,2.5989999999999998,0.6398,0.9996,1.0996,2.5989999999999998,0.7197,0.8347,1.2995,2.799,0.7997,0.9996
2018-05-31,0.9996,2.799,0.7997,0.8797,0.9496,1.9993,0.7997,0.7997,1.3495,2.799,0.6797,0.7997,0.8497,2.9989,0.6498,0.7997,0.9996,1.4495,2.5989999999999998,1.0316,0.7997,0.8597,0.9197,2.3991,0.7997,1.1996,1.4994,2.9989,0.7997,0.9996,4.0485,2.3741,0.6797,0.7997,1.0316,1.1996,2.9989,1.2075,0.7997,0.8797,1.6994,2.799,0.7997,0.8797,1.2915,0.7997,2.799,0.9796,0.7997,0.8797,1.5314,1.22455,2.5989999999999998,1.4675,0.7397,0.8097000000000001,1.0156,1.1996,2.799,1.2155,0.7597,0.7997,0.9496,2.799,0.8797,0.9996,0.9496,2.7739999999999996,0.6498,0.9197,1.1996,2.799,0.6797,0.7997,1.3495,2.799,0.6797,0.7997,1.5994,2.799,0.7197,0.7997,1.1996,2.799,0.7997,0.7997,1.1996,2.5989999999999998,0.6398,0.9996,2.1992,2.7239999999999998,0.7997,0.7997,1.0496,2.799,0.7997,0.9996
2018-06-30,0.9996,2.799,0.7997,0.8797,1.0496,1.9993,0.7997,0.7997,1.1996,2.799,0.6897,0.7997,0.9996,2.9989,0.6398,0.7997,1.0316,1.3995,2.6489999999999996,1.0396,0.8497,0.9696,1.0496,2.3991,0.7997,1.1996,1.3995,2.9989,0.7997,1.0296,1.0496,2.699,0.6897,0.8597,1.0356,0.7997,2.9989,1.2195,0.7997,0.8797,1.0496,2.799,0.7997,0.8797,1.3475,0.6997,2.799,0.8837,0.7997,0.8597,1.5314,1.14955,2.5989999999999998,1.4675,0.7597,0.8072,0.9996,0.9996,2.8114,1.1156,0.7797,0.8397,0.7997,2.799,0.8797,1.0196,0.7497,2.799,0.6398,0.8597,1.1496,2.799,0.6797,0.7997,1.1496,2.799,0.6797,0.7997,1.1996,2.799,0.7197,0.7997,0.7497,2.799,0.7997,0.7997,1.1996,2.5989999999999998,0.6398,0.9996,2.3491,2.8989,0.9297,0.9496,1.2495,2.8489,0.7997,0.9996
2018-07-31,0.9996,2.799,0.7997,0.8797,0.9496,2.1492,0.7997,0.7997,1.0496,2.799,0.7197,0.7997,0.9996,2.9989,0.6398,0.7997,1.2275,1.7493,2.799,1.2235,0.9996,1.1396,0.7997,2.3991,0.7997,1.1996,2.1992,2.9989,0.7997,1.0796,1.0496,2.799,0.7197,0.8797,1.0476,0.9496,2.8989,1.1316,0.7997,0.8797,0.7997,2.799,0.7997,0.8797,,0.7497,2.799,0.9077,0.7997,0.8797,1.5314,0.9996499999999999,2.5989999999999998,1.4675,0.7597,0.8147,0.9996,0.9996,2.8864,1.1836,0.7997,0.8797,0.6797,2.799,0.9297,1.0796,0.7497,2.799,0.6398,0.7997,1.1496,2.9489,0.6797,0.7997,1.0496,2.799,0.6797,0.7997,0.8497,2.799,0.7797,0.9496,0.7997,2.799,0.7997,0.7997,1.1996,2.5989999999999998,0.6558,0.9996,1.9493,2.9989,0.8597,0.8597,0.9996,2.9989,0.7997,0.9996
2018-08-31,1.0996,3.0489,0.7997,0.9396,1.1496,2.8989,0.7997,0.8697,1.1496,2.9989,0.7597,0.9796,0.9996,3.2488,0.6997,0.8797,1.2315,1.7993,2.799,1.3155,0.9996,1.1996,0.7997,2.5989999999999998,0.7997,1.1996,1.7993,2.9989,0.7997,1.0796,1.1996,3.0489,0.7797,0.9396,1.0716,1.0996,3.0988,1.2075,0.7997,0.9696,0.8997,2.8989,0.7997,1.0096,1.0916,1.0996,3.0988,0.9676,0.7997,0.9696,1.5994,1.2995,2.74895,1.4675,0.7597,0.9196500000000001,0.9996,1.1496,3.1988,1.1996,0.8397,0.9596,0.8397,2.9989,0.8197,0.9996,0.8997,3.0988,0.6398,0.9496,1.2995,2.9989,0.6697,0.7997,1.0996,2.799,0.7197,0.9496,0.7997,2.799,0.7997,0.9996,0.9996,2.799,0.7997,0.9496,1.0996,2.8489,0.7237,1.0196,4.7982,2.9989,0.7997,0.7997,1.0996,2.9989,0.7997,0.9996
2018-09-30,1.3495,3.7986,0.9996,1.1996,1.2995,3.4987,0.9696,1.0996,1.2495,3.4987,0.9496,1.1596,1.1996,3.6986,0.8597,1.1996,1.2395,1.4495,2.8489,1.3235,1.1696,1.3395,0.8997,2.9989,0.8997,1.2195,1.9993,3.7986,0.9996,1.2195,1.1996,3.5987,0.9496,1.0996,1.1516,1.3495,3.6986,1.3435,0.9696,1.0996,1.3495,3.2488,0.9796,1.1596,1.3915,1.3495,3.3987,1.1196,0.9596,1.1696,1.6674,1.47445,3.6236499999999996,1.5314,1.0046,1.0896,1.4075,1.3005,3.3487,1.4155,1.0096,1.1196,0.9996,3.5987,0.9696,1.0496,1.0496,3.6986,1.0396,1.1996,1.6494,3.2488,0.8947,1.0996,1.7993,3.4987,0.8837,1.1296,1.1996,3.6486,0.9696,1.0796,1.0496,3.3987,0.8997,1.0996,1.6994,3.2488,0.8897,1.1996,5.4979,2.9989,0.8697,0.7997,1.2495,3.2488,0.8597,1.1596
2018-10-31,1.9993,4.1984,1.1596,1.3395,1.9993,4.8482,1.1196,1.1996,1.5494,4.0985,1.0296,1.2995,1.5994,4.2984,0.9796,1.1996,1.7314,1.9993,3.7486,1.8593,1.1996,1.3995,1.2995,3.1988,1.1996,1.5994,2.2991,4.0985,0.8797,1.1996,1.3995,3.5987,1.0696,1.1996,1.5114,1.9993,3.9985,1.5714,1.1996,1.5994,2.2492,3.4487,1.0796,1.3295,1.5874,1.9993,4.2984,1.2275,1.1596,1.3095,1.6674,1.7993000000000001,3.9235499999999996,1.6314,1.0396,1.43445,1.5674,1.81635,3.6986,1.6834,1.1596,1.27955,1.2995,3.9985,1.1996,1.3095,1.9993,4.3984,1.0496,1.1996,1.9993,4.0985,1.0896,1.2995,2.8989,4.3484,1.0136,1.2595,1.5994,3.9985,1.1996,1.3695,1.2495,3.5987,0.9996,1.1996,1.9993,3.3987,0.9197,1.2495,2.799,3.4987,1.1096,1.0796,1.9993,3.9985,1.1996,1.3595
