AdminStrata,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Aleppo,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,As-Sweida,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Damascus,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Dar'a,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Hama,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Homs,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Lattakia,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Rural Damascus,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous,Tartous
Indicator,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,Exchange rate,FCS,Fatality,Fuel,Lat,Lon,"Meat, fish and eggs",Milk and dairy,Miscellaneous food,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,Vegetables and fruits,Wage,rCSI,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,Exchange rate,FCS,Fatality,Fuel,Lat,Lon,"Meat, fish and eggs",Milk and dairy,Miscellaneous food,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,Vegetables and fruits,Wage,rCSI,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,Exchange rate,FCS,Fatality,Fuel,Lat,Lon,"Meat, fish and eggs",Milk and dairy,Miscellaneous food,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,Vegetables and fruits,Wage,rCSI,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,Exchange rate,FCS,Fatality,Fuel,Lat,Lon,"Meat, fish and eggs",Milk and dairy,Miscellaneous food,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,Vegetables and fruits,Wage,rCSI,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,Exchange rate,FCS,Fatality,Fuel,Lat,Lon,"Meat, fish and eggs",Milk and dairy,Miscellaneous food,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,Vegetables and fruits,Wage,rCSI,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,Exchange rate,FCS,Fatality,Fuel,Lat,Lon,"Meat, fish and eggs",Milk and dairy,Miscellaneous food,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,Vegetables and fruits,Wage,rCSI,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,Exchange rate,FCS,Fatality,Fuel,Lat,Lon,"Meat, fish and eggs",Milk and dairy,Miscellaneous food,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,Vegetables and fruits,Wage,rCSI,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,Exchange rate,FCS,Fatality,Fuel,Lat,Lon,"Meat, fish and eggs",Milk and dairy,Miscellaneous food,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,Vegetables and fruits,Wage,rCSI,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,Exchange rate,FCS,Fatality,Fuel,Lat,Lon,"Meat, fish and eggs",Milk and dairy,Miscellaneous food,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,Vegetables and fruits,Wage,rCSI,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,Exchange rate,FCS,Fatality,Fuel,Lat,Lon,"Meat, fish and eggs",Milk and dairy,Miscellaneous food,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,Vegetables and fruits,Wage,rCSI,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,Exchange rate,FCS,Fatality,Fuel,Lat,Lon,"Meat, fish and eggs",Milk and dairy,Miscellaneous food,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,Vegetables and fruits,Wage,rCSI
2016-01-10,147.595709265767,122.820521104237,,,,,,,,,,,,0.16450185,97.92355910948305,,,,58.118,,,,,87.0867712394596,78.53708147844159,,,,,,,,,,,,0.2620306,110.45628130172709,,,,27.628,,,,,118.257022435142,104.417560007716,,,,,,,,,,,,0.17763345,112.6875952951424,,,,22.6,,,,,111.98028949799802,109.44576993781,,,,,,,,,,,,0.1504859,99.7084131968518,,,,21.302,,,,,95.84905660377359,82.15547703180209,,,,,,,,,,,,0.18816,101.41372849599709,,,,26.2,,,,,104.23749102226499,92.9149710118631,,,,,,,,,,,,0.21650035,103.75343621975142,,,,39.069,,,,,101.165443364412,84.5295002507103,,,,,,,,,,,,0.2698187,108.82928922431842,,,,34.907,,,,,123.922938083654,119.932127114111,,,,,,,,,,,,0.14377295,100.96753216639983,,,,13.836,,,,,73.800391913846,65.90242171278439,,,,,,,,,,,,0.5308590999999999,100.90517042952422,,,,82.97,,,,,106.384095761436,109.23110038283501,,,,,,,,,,,,0.13415975000000002,103.1340391513385,,,,12.795,,,,,94.31377110602301,80.1210726603113,,,,,,,,,,,,0.4952911,100.74368267863942,,,,95.671,,,,
2016-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
