AdminStrata,Abyan,Abyan,Aden,Aden,Al Bayda,Al Bayda,Al Dhale'e,Al Dhale'e,Al Hudaydah,Al Hudaydah,Al Jawf,Al Jawf,Al Maharah,Al Maharah,Al Mahwit,Al Mahwit,Amanat Al Asimah,Amanat Al Asimah,Amran,Amran,Dhamar,Dhamar,Hadramaut,Hadramaut,Hajjah,Hajjah,Ibb,Ibb,Lahj,Lahj,Marib,Marib,Raymah,Raymah,Sa'ada,Sa'ada,Sana'a,Sana'a,Shabwah,Shabwah,Socotra,Socotra,Taizz,Taizz
2018-01-20,0.10663610000000001,96.76696151341758,0.0753792,97.6061506747152,0.1297654,103.964060144201,0.1608474,99.23047780405442,0.15135620000000002,95.13501101566669,0.101162,100.167451575218,0.12848510000000002,98.90946673094929,0.2227321,97.4797638029146,0.13608570000000003,97.8773036596617,0.14813310000000002,102.00059717782,0.1699391,100.868350075237,0.1319019,100.03112535765301,0.16869360000000003,97.33389886858829,0.21346759999999998,97.0305015234005,0.112999,96.10302779458121,0.0986525,101.704279170643,0.23270320000000003,97.5484795273007,0.13715360000000001,102.65831373729999,0.1411206,100.194023082508,0.11306860000000002,101.39158928188401,0.25310479999999996,95.6990720715316,0.1754426,100.937593044054
2018-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-31,0.10388319999999998,96.26731077091699,0.07489169999999999,97.1164074650078,0.1257346,103.266079629091,0.1544803,99.14177136141309,0.1467363,95.6842079665386,0.1009707,100.07881907938801,0.1271476,98.502781914166,0.2176321,100.097355068859,0.1330286,97.63384281700571,0.14424360000000003,101.739874650249,0.16452850000000002,101.712960065543,0.1310219,99.81968459692891,0.16664679999999998,100.082321408278,0.2047642,98.5633190019874,0.10899020000000001,95.27691034489371,0.09811879999999999,101.724146219687,0.2265825,99.7555365842135,0.1372901,103.945359479591,0.1374445,100.468617174661,0.111471,101.028738609545,0.23689920000000003,94.8902656670252,0.16409079999999998,99.3178274578971
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-10,0.10281780000000001,96.2104547429125,0.07467919999999999,96.97001749951392,0.124266,103.110973313721,0.15222120000000003,99.7461721116842,0.1443043,96.0078800812516,0.10093989999999999,100.07876881948201,0.1264852,98.33446998569158,0.2115949,100.44305620082899,0.1322286,97.6348953000623,0.1420233,101.576412163992,0.1610559,101.719618348829,0.1305925,99.73777705858541,0.1638625,100.935147117888,0.1987056,98.73693412644,0.1071112,95.1237853056035,0.0980109,101.827041619426,0.219054,99.38963371003929,0.1364578,104.242424920081,0.1357838,100.708708539412,0.1107795,100.901704314035,0.22805949999999997,94.3135342166156,0.15940620000000003,99.16996157869741
2018-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-20,0.10208210000000001,96.3468158729314,0.07452919999999999,96.925572388371,0.1238634,103.450278374935,0.151008,100.76841632443501,0.1422288,96.54566950568191,0.1009699,100.125281036735,0.1258759,98.2105254340925,0.2059244,101.07395151203501,0.13276429999999997,98.20003084126259,0.1407714,101.990557509004,0.15891170000000002,102.29331810852699,0.1302087,99.68651708141711,0.16128889999999999,101.992063220058,0.19338989999999998,99.09334377778721,0.1055026,95.2317553093112,0.0980173,101.981657848811,0.21248730000000002,99.53294984434191,0.1354505,104.54741997732599,0.13523629999999998,101.521371212603,0.11023599999999999,100.844905549944,0.2205151,94.2029914135545,0.1560375,99.82035606126301
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,0.1013974,96.45991142610849,0.0744625,97.01841566793341,0.12365129999999999,103.742219391794,0.1492861,101.340297299166,0.14032,97.1507153073632,0.1009983,100.166370918257,0.1253168,98.12038827996278,0.20080379999999998,101.840780767489,0.1335714,98.79293466649229,0.14007139999999998,102.70665462027901,0.15660739999999998,102.71371243576901,0.1298502,99.6441403382412,0.15868,103.04238721776699,0.1880318,99.212243322616,0.10390899999999999,95.39419858683519,0.09789919999999999,102.016263370307,0.20713330000000002,100.19853965220699,0.1341832,104.786005411593,0.1347901,102.31545411559401,0.1097615,100.790048779503,0.2145397,94.71257347178509,0.15264229999999998,100.458413147886
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-10,0.0999058,96.463361428246,0.0744917,97.41134585289521,0.1216059,103.00777153709801,0.1442672,100.740774543699,0.13519520000000002,96.9669298594676,0.100877,100.122899852547,0.124401,98.06072533033449,0.1881859,100.774042928391,0.13271429999999998,98.1656231229376,0.13903010000000002,103.94922146732,0.150377,101.87037997336,0.1291333,99.5221491454686,0.150795,102.98404733281099,0.1796894,98.8177461974708,0.1003498,95.4239596648384,0.09673680000000001,101.330221220146,0.1954857,99.61288704701391,0.1308915,104.791253429482,0.1312507,101.87963691080799,0.1088146,100.562541237616,0.2026944,95.62846741294099,0.14528210000000003,100.621198341891
2018-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-20,0.099963,96.82897269459521,0.07464169999999999,97.73581266094351,0.1209137,102.338753040277,0.14262120000000003,100.140055876784,0.1334145,96.7333198318218,0.10081,100.080364247134,0.1240748,98.0946262735551,0.1843526,99.62505515770219,0.1320429,97.31568236162649,0.1390617,104.231636272019,0.14903629999999998,101.12430737402201,0.12884890000000002,99.46692961468771,0.1480525,102.608571761628,0.17865029999999998,98.4210893325712,0.0996314,95.8408913894525,0.0962219,100.91075221770299,0.1919556,98.26717493386049,0.1301642,104.898792143254,0.129842,101.057597807146,0.10853789999999999,100.482645059717,0.19836270000000003,96.3793710961269,0.14278659999999999,100.35569404586
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,0.1005179,97.4055666647253,0.07475419999999999,98.0290344759847,0.12097910000000002,101.67341599024799,0.14281970000000002,99.916002441681,0.1323701,96.7537610968073,0.1006475,99.95554508690269,0.1239933,98.2613842173716,0.183891,98.6556334576524,0.1321214,96.6051599447065,0.1401056,104.46097307942499,0.1513734,100.954684209233,0.12894080000000002,99.5981914999608,0.1459636,101.969893520535,0.1826637,98.7988986471739,0.09989119999999999,96.6327411463675,0.0959275,100.533228616602,0.1925905,96.73157293052721,0.13036330000000002,105.129302129302,0.1302254,100.456729429339,0.1085935,100.54936694415001,0.1955159,97.494494201141,0.1427193,100.691972461126
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-10,0.10073969999999999,97.6115113690375,0.0748125,98.2808092866063,0.1222768,101.274240311518,0.1448693,100.019093362952,0.1318964,96.9176487387669,0.10057469999999999,99.8727171667995,0.12379970000000001,98.3605230660918,0.1886872,98.1552647064992,0.1332286,96.136110001999,0.1425406,104.621956958094,0.1578844,101.290663652243,0.1287149,99.535835204232,0.1459368,101.536704402829,0.1913849,99.56677083195841,0.1002938,97.2005349807014,0.09594739999999999,100.27330889263901,0.20168889999999998,96.5499793810478,0.1317905,105.51596404143801,0.13276770000000002,100.069480641784,0.1084519,100.421136288449,0.19313970000000003,98.5663391928366,0.1455277,101.69248492381901
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-20,0.1014791,97.7787919199691,0.0745833,98.57576119629731,0.13057449999999998,102.930748490877,0.158219,103.29742727547399,0.1331757,98.2869931672893,0.1004663,99.6945549281012,0.12336459999999999,98.54438301689241,0.2251821,103.037250463829,0.13756429999999997,95.3243550786398,0.15331240000000002,105.832013767213,0.1836809,103.97065091748101,0.1283281,99.4324932992614,0.1585879,104.522017041184,0.226948,103.86799012581301,0.10147880000000001,97.85496446043359,0.09676330000000001,100.161267206726,0.2573016,104.842482921818,0.1404308,107.844595248923,0.14542339999999998,100.72504067948799,0.10827169999999998,100.11670774104401,0.18825079999999997,99.54570542675819,0.1610634,106.267175118999
2018-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-30,0.1020202,97.75992324293449,0.0742292,98.57832992648831,0.1371683,104.651402046304,0.167962,105.428736854783,0.13440339999999998,99.1080440495961,0.1004344,99.6076198295669,0.1230097,98.5653562766945,0.2564628,108.55334140468399,0.14069289999999998,94.9970035225423,0.1617534,107.349535628828,0.2018758,106.290880978223,0.1280491,99.33741248304621,0.1716314,108.14358027498501,0.2505268,106.3428847031,0.10233210000000001,97.94279879921591,0.0975341,100.353161482272,0.2968063,110.76870745040199,0.1469901,109.504708105257,0.1567694,102.881148220037,0.1082059,99.9652472594305,0.18730479999999997,99.68863160901671,0.17146070000000002,108.45188436145
2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-10,0.1027007,97.8601599464752,0.07376669999999999,98.52405015729879,0.1432546,106.060652626565,0.17691020000000002,106.845478435747,0.1360639,99.96572245829071,0.1004127,99.5279438826252,0.12274289999999999,98.64174301841871,0.28627440000000004,113.35484419011401,0.1438357,94.71899587036741,0.1693293,108.66945512991998,0.21957420000000002,108.55583166920201,0.1277989,99.2698207269745,0.18439860000000002,111.50915508,0.2733084,108.17982881731399,0.10344049999999999,98.1101203226165,0.0983448,100.625207311473,0.329654,114.315910866747,0.1527654,110.656911042967,0.16825320000000002,105.337707981609,0.1081147,99.8317981122748,0.18918970000000002,100.2554696492,0.1813253,109.879734512476
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-20,0.10323810000000001,98.04308088398541,0.07323330000000002,98.4488116636709,0.14787879999999998,107.05456418335501,0.1847701,107.76814412290399,0.1371562,100.341627394528,0.1003877,99.4668432171161,0.1225673,98.77752528577071,0.3040167,114.508662948006,0.1460857,94.4893876005077,0.1726346,108.319556279952,0.2326699,109.744586631942,0.1275839,99.2448658759517,0.1912475,112.347555012453,0.2928402,109.03771505628599,0.10469569999999999,98.35000095364641,0.0989944,100.898436150898,0.3504349,114.84434555613501,0.1553275,110.264265844673,0.17567560000000002,106.544634612007,0.10794880000000001,99.74455852830351,0.19444370000000002,101.276166446045,0.190956,110.633448532508
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-31,0.103227,98.6011020528195,0.07205,98.2722443109993,0.148731,107.337974377934,0.1971255,110.22404259713001,0.1380549,100.427117872891,0.1003589,99.48141723020692,0.12259110000000001,99.27992457557941,0.3107192,112.219411960515,0.1474571,94.81082451481122,0.17028379999999999,105.543981969482,0.24358400000000002,111.03223627555799,0.1272602,99.33966044323401,0.1925657,110.835597422548,0.320914,110.06203181263201,0.10758430000000001,99.6586855885255,0.0992085,101.24781501748001,0.3673825,114.706047246362,0.15544739999999999,108.57806647736,0.17953729999999998,107.65295139239001,0.1072655,99.7233386048859,0.2135587,104.370837481497,0.207717,110.40369444569401
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-10,0.1029022,99.1301438825133,0.0718542,98.5111863135208,0.1463382,107.491340226843,0.2021036,112.284286748862,0.1370156,100.10909375103701,0.1003462,99.56286592016359,0.1227979,99.6460446440465,0.305109,110.830807374634,0.1471357,95.4289069632576,0.16676470000000002,104.190455407587,0.243125,111.99582773752199,0.1271137,99.4420782067449,0.18802639999999998,109.009806130618,0.3306804,111.32206954493,0.10882049999999999,100.63758480695299,0.09863569999999999,101.25282193184299,0.3658397,115.417379398549,0.15377320000000003,107.836363520902,0.1778612,108.318252237683,0.1067684,99.7818741005569,0.2229286,106.102860395086,0.2098164,108.436069119248
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,0.10234349999999999,99.6947189320071,0.071525,98.6170485566733,0.14290129999999998,107.627736635755,0.20509560000000002,114.07114924976001,0.13430820000000002,99.4156153784746,0.100267,99.6419925083003,0.1229924,99.988497927604,0.29379740000000004,109.07367890725,0.1458357,95.9273573352927,0.1629756,103.23191695519199,0.2400504,113.10781474287501,0.1268866,99.52260414515759,0.1802236,106.542530963352,0.3361274,112.423993263774,0.10999790000000001,101.86394363794001,0.0976265,101.082885412031,0.35622220000000004,115.469641841956,0.1506066,106.94182044600599,0.17365899999999998,108.545720587914,0.10617339999999999,99.8316252953269,0.22960949999999997,108.282853396349,0.2084583,106.245357438683
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
