AdminStrata,Abyan,Abyan,Abyan,Aden,Aden,Aden,Al Bayda,Al Bayda,Al Bayda,Al Dhale'e,Al Dhale'e,Al Dhale'e,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Jawf,Al Jawf,Al Jawf,Al Maharah,Al Maharah,Al Maharah,Al Mahwit,Al Mahwit,Al Mahwit,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amran,Amran,Amran,Dhamar,Dhamar,Dhamar,Hadramaut,Hadramaut,Hadramaut,Hajjah,Hajjah,Hajjah,Ibb,Ibb,Ibb,Lahj,Lahj,Lahj,Marib,Marib,Marib,Raymah,Raymah,Raymah,Sa'ada,Sa'ada,Sa'ada,Sana'a,Sana'a,Sana'a,Shabwah,Shabwah,Shabwah,Socotra,Socotra,Socotra,Taizz,Taizz,Taizz
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-20,111.50696496411999,116.738808182627,0.434,100.381818181818,100.0,0.0,119.93332163537501,128.573222019961,0.67,111.247835201896,120.74435212524901,0.022000000000000002,106.018029724681,106.99384404924801,0.66,102.023793244906,105.006858710562,1.483,104.036543301948,106.414323186726,4.495,107.857911733046,111.05112004595101,0.654,109.859016070196,116.182828906733,0.0,106.70053217223,109.38522674146799,0.883,117.16903344021999,123.085260115607,0.371,106.46810286370001,111.708539310625,3.5060000000000002,97.95442581033319,96.93264511761721,0.9640000000000001,118.16376701966699,119.863776278735,0.5920000000000001,107.734513274336,106.253811233823,0.27899999999999997,105.29731856028299,111.764437551318,1.9,107.302492412398,110.969308348378,0.032,98.939846081357,98.48143657255041,0.7509999999999999,109.718476062036,115.383202742409,0.647,104.986301369863,109.04104579943301,1.459,93.447201198041,78.96212608225851,0.008,111.838701043804,100.785443860541,0.631
2018-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-31,109.89649536953002,119.205733054643,0.894,100.84,100.64615384615401,0.042,114.74475018102801,127.430215475024,1.0070000000000001,114.82,130.342480952733,0.9490000000000001,107.046527309508,109.168091864158,1.224,102.044661549197,105.048065971115,1.6230000000000002,105.47116609059499,107.782840848732,4.35,105.95981765997,109.19988528821301,1.077,104.97467977360701,118.54937850020501,0.429,105.666426224253,109.83425414364599,1.2329999999999999,118.672438672439,129.75284482133802,1.0,106.097181931206,112.180446439706,3.423,101.47161878065901,93.83531091087521,1.0859999999999999,121.24513618677,131.744761350407,1.045,111.763019589107,115.590216235378,0.8859999999999999,105.052035304966,112.09384758207399,2.063,111.835436748485,119.109205339235,1.0,98.9005884174667,100.02223210315701,1.22,110.472796801669,117.826885478998,1.114,104.754503708937,109.10531500278401,1.6980000000000002,102.22826086956499,78.21408450704229,0.0,115.62927184908399,115.65444359562001,1.274
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-10,110.460106841289,119.46285315661001,1.492,107.267976386335,105.947648691217,1.042,111.694626793095,126.35886794627899,2.105,116.872055092425,128.725102366576,1.9269999999999998,121.68237853517,121.15583637453001,4.896,107.949910554562,108.204603125139,1.98,107.03326125012899,108.877797094947,1.943,130.55907507127,129.330111273463,4.756,113.484261741634,127.23940771147899,1.0,114.665408508296,115.134286333117,2.4659999999999997,116.65945478148001,131.181485992692,2.109,111.100875172731,115.561986850797,2.367,122.87166454892001,105.30104119511101,4.388999999999999,121.354029641322,136.719082022949,2.201,114.24245046292299,117.727093466544,2.0380000000000003,109.041908098639,114.875759705627,2.221,128.26352530541,133.84111712433997,3.667,108.817057439866,106.380697050938,2.37,116.50541635657,123.910764212488,2.3280000000000003,107.755281046707,111.77732029507601,1.585,100.47923322683701,73.1779847693373,0.055999999999999994,112.668677567868,116.941999276498,2.289
2018-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-20,113.14791403286999,122.641402714932,1.9340000000000002,110.658879357547,108.66886373405899,1.042,105.865244789142,122.966354344123,2.176,119.915837177308,126.05833763551901,1.942,139.538412899146,134.348142753095,5.9479999999999995,109.536231884058,108.97876464886801,1.5130000000000001,109.74308055107402,109.52394699615999,1.391,155.016156909897,149.073918639136,4.795,123.413762287757,139.53722334004,1.0,122.88906009245001,122.926242066098,2.252,119.97692307692301,133.86983457878299,2.488,112.891089108911,115.26589390074601,1.3130000000000002,140.228255476005,120.020269025244,4.3069999999999995,124.01044965167802,143.636489671427,2.419,118.901960784314,119.575716818487,2.2359999999999998,110.169027578184,113.90591386938299,1.815,145.370298263375,148.131021194605,4.0,116.199286182533,110.38324650538999,2.363,124.04328732747801,130.865563839702,2.376,108.963067130486,111.735197015821,1.439,101.27097606990401,74.9122314281702,0.14300000000000002,115.405309734513,120.874173695008,2.738
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,111.450034145231,123.57266195064899,1.262,117.17714490417299,113.835945220952,1.0,105.91695969705201,123.462630085147,1.382,111.812734082397,122.741317513286,1.058,150.784550392275,142.561625734725,4.141,112.254579957667,110.17894190871401,1.8869999999999998,108.56842737094802,109.57039430383499,1.136,165.974121996303,157.351401972126,2.897,137.86,158.189970717423,1.786,129.422733276358,128.788379002971,1.94,118.098113207547,134.917289391327,1.051,113.661950403164,115.13041149094299,1.262,156.48972722810498,132.053066147138,3.6210000000000004,121.673032849503,144.54826520096202,1.307,117.531556802244,120.97048641671101,1.6480000000000001,113.581852333478,114.68073792285401,1.686,147.666716844799,158.28361633777,1.952,123.650477140009,115.155729968705,2.63,127.24116161616199,136.341829085457,1.42,108.635910033008,111.08537970811899,1.128,101.34827005056,76.7424396184291,0.024,114.681327631847,121.990740740741,1.869
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-10,110.70964950238,122.712321380426,2.155,116.36331192005699,119.400339709032,1.0,100.899768441945,120.20034229336599,1.693,104.305622963322,121.749150198767,2.044,145.214395099541,148.232391206819,2.6689999999999996,101.99476003334499,106.83724180773399,3.7289999999999996,105.768115942029,109.250234585465,2.069,150.430531231757,162.997219846022,2.923,125.6,151.184371184371,2.286,116.73849575976601,126.578225068618,2.602,114.24150943396201,134.573881054568,1.598,104.563172043011,113.446394144365,2.984,137.228868147759,135.768216950364,2.95,114.15572688754601,138.686613794761,2.7089999999999996,111.342527441599,122.23026389043501,1.94,106.87120941847999,113.86792063688499,1.4769999999999999,138.433066008637,161.698040722244,2.0,112.624688279302,113.977178505153,6.685,121.29563633483801,137.103669397934,1.52,104.37721933897801,110.538344337227,2.718,101.020608439647,82.9152160557035,0.127,115.982221109303,125.921898171033,3.92
2018-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-20,106.430292598967,120.81887942815099,2.042,116.801003044958,123.51417250838199,1.042,93.7039957939011,110.26359534552401,1.183,89.3812914313774,110.01529051987801,1.46,131.698243196693,151.207878814645,2.306,92.36976901517349,100.11332417582399,3.4989999999999997,101.172607879925,108.03582420288099,1.8940000000000001,128.715860422664,162.974473938962,2.513,113.63925616913001,136.825242042209,2.0,104.50573287883499,121.048473300181,2.32,102.801225069097,128.00832273725598,1.113,97.39700051715229,108.63699407388701,2.7039999999999997,121.339563862928,137.63963503027202,2.904,98.3655365171953,123.822841452253,2.173,101.429990069513,118.27199164708999,1.733,99.03586044253309,108.87452127002399,1.115,123.11040759794201,158.352192794666,1.6030000000000002,104.26731722924299,110.029554771666,6.756,109.19943820224701,130.966039467646,1.055,97.3964215657136,106.019892516243,2.539,100.155672309788,94.1131864623244,0.14300000000000002,107.162627803197,120.710161913444,3.182
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,99.91143164420829,112.925,1.5959999999999999,109.06506104699801,123.51417250838199,1.0,76.70719791553579,92.6333580674417,1.255,74.15791290624841,90.76903542557241,1.5330000000000001,116.595231717118,150.196867243003,2.435,78.5392676415508,89.694518232311,2.483,96.91415170030241,105.853612106983,1.74,116.925902542616,155.181188031938,4.936,88.5292789402379,110.005,3.3569999999999998,94.20416484636671,112.717253073336,4.485,90.5650684931507,112.690763052209,3.156,88.960523705614,102.290427423806,2.25,103.575268817204,134.663865546218,3.411,79.88688899860858,102.105345237631,2.9160000000000004,90.135208876493,109.651304559863,1.193,83.8337182448037,99.94897558678079,1.202,105.796005796006,143.928831547186,3.19,96.91690728264359,105.81724716743601,6.768,91.82393729273441,115.898473245677,2.654,88.98395721925141,98.6389230711862,2.215,101.068437770719,104.28100034734301,0.23,94.9780500747745,110.731984111973,2.5860000000000003
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-10,108.74975311080401,119.495668167078,2.88,103.223041316647,122.419928825623,0.0,104.33538840937099,108.864365826391,8.716000000000001,95.50682961897921,105.350893018221,8.263,105.38610920722,140.856507230256,3.71,85.8517476134332,93.86433543791479,6.591,98.75882056451609,106.75396989069901,2.041,100.981518220737,131.520406126116,11.564,107.589972879865,122.144633307218,14.0,100.761861164699,111.95669479382299,14.011,106.432043407815,117.607835630424,13.977,85.9662775616083,99.6891158836405,1.6159999999999999,90.8100775193799,118.471782048673,7.114,91.4611264626616,105.610457665252,11.720999999999998,99.1685516904078,114.110096718792,3.295,90.3178278257209,101.668999676968,4.8469999999999995,94.16066867889481,122.18037661050501,9.54,112.172424858274,116.34586435983401,18.424,104.054215191383,119.09367783393,12.47,89.9530516431925,99.185306419349,2.49,103.787381644324,105.11358410742201,0.698,91.53646995803949,107.27384257764601,4.738
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-20,104.95514147688101,115.301555073601,0.732,97.0616782846554,120.14564910455499,0.0,99.2685383907845,99.144299433637,2.693,98.38775677223991,101.01852691389401,4.248,123.69878183831699,150.728319238561,9.546,77.7899343544858,84.8427732977048,2.256,95.9639843848382,104.101040118871,1.46,107.16255997774701,128.606656013888,19.730999999999998,92.279383380086,102.988089433726,8.5,93.7299665628963,101.86547256097602,12.15,110.265978562922,115.509825228652,14.530999999999999,85.8328811720022,96.41416260529971,1.953,95.89209760465641,116.629987144009,13.743,111.01009039310499,114.74992576252501,17.609,95.59545256880159,108.003507014028,0.9,83.0442902881537,92.17589948600799,2.6260000000000003,118.12131734006701,135.949140071737,22.175,93.0096582788341,100.09705596894199,7.757999999999999,93.46214999865249,104.26244874048,9.557,89.7058823529412,96.1530361530362,1.5819999999999999,114.31290790427799,115.13926719971901,1.683,103.56354720065399,111.89046228442301,8.017999999999999
2018-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
