AdminStrata,Abyan,Aden,Al Bayda,Al Dhale'e,Al Hudaydah,Al Jawf,Al Maharah,Al Mahwit,Amanat Al Asimah,Amran,Dhamar,Hadramaut,Hajjah,Ibb,Lahj,Marib,Raymah,Sa'ada,Sana'a,Shabwah,Taizz
Indicator,Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm),Rainfall (mm)
2017-02-09,2.7645999999999997,0.9839999999999999,3.5742000000000016,2.7301999999999995,4.8872,4.554599999999997,11.501200000000003,4.2037,1.2431,3.821799999999999,3.1289000000000007,9.404,5.165300000000001,3.704099999999998,2.8018000000000005,5.747100000000001,3.3050999999999995,4.832100000000001,3.278200000000001,4.6800000000000015,3.9887999999999986
2017-02-10,2.8368999999999995,1.0881999999999998,3.662700000000002,2.8937999999999993,5.1262,4.529099999999997,11.246300000000003,4.375400000000001,1.3217,3.8807999999999994,3.1996000000000007,9.0825,5.392100000000001,3.832599999999998,2.9871000000000003,5.701800000000001,3.5145999999999993,5.066200000000002,3.331500000000001,4.625800000000002,4.168899999999999
2017-02-11,2.9904999999999995,1.3298999999999999,3.829400000000002,3.259499999999999,6.2379999999999995,4.716599999999997,10.911300000000004,5.179200000000001,1.5931000000000002,4.257499999999999,3.6102000000000007,8.9084,6.300700000000001,4.284499999999998,3.3785000000000007,5.762100000000002,4.374899999999999,5.704400000000002,3.750400000000001,4.642600000000002,4.814399999999998
2017-02-12,3.1440999999999995,1.5715999999999999,3.9961000000000015,3.625199999999999,7.349799999999999,4.904099999999997,10.576300000000005,5.9830000000000005,1.8645,4.634199999999999,4.0208,8.7343,7.209300000000001,4.736399999999997,3.769900000000001,5.822400000000003,5.2352,6.342600000000003,4.169300000000002,4.6594000000000015,5.4598999999999975
2017-02-13,3.2976999999999994,1.8133,4.162800000000002,3.990899999999999,8.4616,5.091599999999997,10.241300000000006,6.7868,2.1359,5.010899999999999,4.4314,8.5602,8.117900000000002,5.188299999999997,4.1613000000000016,5.882700000000003,6.0955,6.980800000000003,4.588200000000002,4.6762000000000015,6.105399999999997
2017-02-14,3.4512999999999994,2.0549999999999997,4.329500000000001,4.3565999999999985,9.573400000000001,5.279099999999997,9.906300000000007,7.5906,2.4072999999999998,5.387599999999998,4.842,8.3861,9.026500000000004,5.640199999999997,4.5527000000000015,5.943000000000004,6.955800000000001,7.619000000000003,5.007100000000003,4.693000000000001,6.750899999999996
2017-02-15,3.6048999999999993,2.2966999999999995,4.496200000000001,4.722299999999999,10.685200000000002,5.466599999999997,9.571300000000008,8.3944,2.6786999999999996,5.764299999999998,5.252599999999999,8.212,9.935100000000006,6.092099999999998,4.9441000000000015,6.003300000000005,7.816100000000001,8.257200000000003,5.426000000000004,4.709800000000001,7.396399999999995
2017-02-16,3.7584999999999993,2.5383999999999993,4.6629000000000005,5.087999999999999,11.797000000000002,5.654099999999997,9.236300000000009,9.198199999999998,2.9500999999999995,6.140999999999997,5.663199999999999,8.0379,10.843700000000007,6.543999999999998,5.3355000000000015,6.063600000000005,8.676400000000001,8.895400000000002,5.844900000000004,4.726600000000001,8.041899999999995
2017-02-17,3.9120999999999992,2.780099999999999,4.8296,5.4536999999999995,12.908800000000003,5.841599999999997,8.90130000000001,10.001999999999997,3.2214999999999994,6.517699999999997,6.0737999999999985,7.863800000000001,11.752300000000009,6.995899999999998,5.726900000000001,6.123900000000006,9.536700000000002,9.533600000000002,6.263800000000005,4.743400000000001,8.687399999999995
2017-02-18,4.065699999999999,3.021799999999999,4.9963,5.8194,14.020600000000004,6.029099999999997,8.56630000000001,10.805799999999996,3.4928999999999992,6.8943999999999965,6.484399999999998,7.689700000000001,12.66090000000001,7.447799999999998,6.118300000000001,6.184200000000007,10.397000000000002,10.171800000000001,6.682700000000006,4.760200000000001,9.332899999999995
2017-02-19,4.219299999999999,3.2634999999999987,5.162999999999999,6.1851,15.132400000000004,6.216599999999997,8.231300000000012,11.609599999999995,3.764299999999999,7.271099999999996,6.894999999999998,7.515600000000002,13.569500000000012,7.899699999999998,6.509700000000001,6.2445000000000075,11.257300000000003,10.81,7.101600000000007,4.777000000000001,9.978399999999995
2017-02-20,4.372899999999999,3.5051999999999985,5.329699999999999,6.550800000000001,16.244200000000003,6.404099999999997,7.8963000000000125,12.413399999999994,4.035699999999999,7.647799999999996,7.305599999999997,7.341500000000002,14.478100000000014,8.3516,6.901100000000001,6.304800000000008,12.117600000000003,11.4482,7.520500000000007,4.793800000000001,10.623899999999995
2017-02-21,4.4152999999999984,3.6009999999999986,5.387499999999999,6.6654,16.414800000000003,6.411699999999997,7.582600000000013,12.486499999999992,4.099999999999999,7.701599999999996,7.303999999999997,7.113000000000001,14.695300000000012,8.445999999999998,7.027000000000001,6.239900000000008,12.143000000000004,11.7666,7.514200000000008,4.725200000000001,10.830399999999996
2017-02-22,4.457699999999998,3.6967999999999988,5.4453,6.779999999999999,16.585400000000003,6.419299999999997,7.268900000000013,12.559599999999993,4.164299999999998,7.755399999999995,7.302399999999996,6.884500000000002,14.91250000000001,8.540399999999996,7.152900000000001,6.175000000000009,12.168400000000005,12.085,7.507900000000008,4.656600000000001,11.036899999999996
2017-02-23,4.500099999999998,3.792599999999999,5.5031,6.894599999999999,16.756000000000004,6.426899999999997,6.955200000000013,12.632699999999993,4.2285999999999975,7.809199999999995,7.300799999999995,6.6560000000000015,15.129700000000009,8.634799999999995,7.2788,6.110100000000009,12.193800000000007,12.403400000000001,7.501600000000009,4.588000000000001,11.243399999999996
2017-02-24,4.542499999999998,3.888399999999999,5.5609,7.009199999999998,16.926600000000004,6.434499999999997,6.641500000000013,12.705799999999993,4.292899999999997,7.862999999999995,7.299199999999995,6.427500000000001,15.346900000000007,8.729199999999993,7.4047,6.045200000000009,12.219200000000008,12.721800000000002,7.495300000000009,4.519400000000001,11.449899999999996
2017-02-25,4.5848999999999975,3.984199999999999,5.6187000000000005,7.1237999999999975,17.097200000000004,6.442099999999997,6.327800000000013,12.778899999999993,4.357199999999996,7.916799999999995,7.297599999999994,6.199000000000002,15.564100000000005,8.823599999999992,7.5306,5.9803000000000095,12.244600000000009,13.040200000000002,7.48900000000001,4.450800000000001,11.656399999999996
2017-02-26,4.627299999999997,4.079999999999999,5.676500000000001,7.238399999999997,17.267800000000005,6.449699999999997,6.014100000000013,12.851999999999993,4.4214999999999955,7.970599999999994,7.295999999999993,5.970500000000001,15.781300000000003,8.91799999999999,7.656499999999999,5.91540000000001,12.27000000000001,13.358600000000003,7.48270000000001,4.382200000000001,11.862899999999996
2017-02-27,4.669699999999997,4.175799999999999,5.734300000000001,7.352999999999996,17.438400000000005,6.457299999999997,5.7004000000000135,12.925099999999993,4.485799999999995,8.024399999999993,7.2943999999999924,5.742000000000001,15.998500000000002,9.012399999999989,7.782399999999999,5.85050000000001,12.295400000000011,13.677000000000003,7.476400000000011,4.313600000000001,12.069399999999996
2017-02-28,4.712099999999997,4.2715999999999985,5.792100000000001,7.467599999999996,17.609000000000005,6.464899999999997,5.386700000000014,12.998199999999994,4.550099999999994,8.078199999999992,7.292799999999992,5.513500000000001,16.215700000000002,9.106799999999987,7.908299999999999,5.78560000000001,12.320800000000013,13.995400000000004,7.470100000000011,4.245000000000001,12.275899999999996
2017-03-01,4.947999999999997,4.417399999999999,5.968200000000001,7.671999999999995,17.824700000000004,6.644199999999997,5.229200000000014,13.152099999999994,4.835799999999994,8.163899999999991,7.382599999999991,5.593800000000001,16.367500000000003,9.313499999999987,8.178099999999999,5.798000000000011,12.433500000000013,14.195100000000004,7.5347000000000115,4.418400000000001,12.686299999999996
