AdminStrata,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Sokoto,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara
2018-09-30,375.0,,362.0,,265.5,,110.15,90.76100000000001,,,132.8,,323.2,236.5285,,,162.4,,157.95,491.315,156.75,,121.84,,106.22,,100.275,,108.3,257.21153846153845,113.39285714285714,120.5,428.57142857142856,334.5,294.64285714285717,290.15,547.0,,114.0,,109.825,115.625,286.99224411764703,307.69,,163.75,,143.75,,107.5,,107.5,,100.0,,335.0,,280.0,,107.5,,107.5,323.2,108.0,,70.0,,61.0,,100.0,,105.0,,86.25,,,,240.0,,107.5,,100.0,163.3075,206.01,224.49,,,124.975,,78.2,,79.3916665,,116.75,,292.95,,296.95,624.8,,99.35,,103.0583335,218.35,263.16,,92.825,,85.375,,99.475,,117.3975,,107.575,,284.0,,284.375,284.375,,108.475,,107.0,65.7945,415.0,,100.0,,100.0,,83.95,,92.85,,105.1,,283.9,,224.5,,102.75,,105.6,107.2935,369.699,,193.75,,128.65,,99.25,,99.25,,98.4,,270.8,,245.4,,129.0,,129.0,166.06799999999998,609.76,,92.0,,74.0,,114.45,,131.0,,159.5,,282.0,,,,133.5,,138.35,174.74,406.6667,,250.0,,105.0,,100.5,,120.0,,150.0,,305.0,,272.5,545.0,,130.0,,140.0,,,86.3567,,187.85,,226.25,,192.5,,99.0,,93.5,141.95804195804195,106.81818181818181,99.75,347.4025974025975,327.0,253.24675324675326,304.25,,89.5,,97.25,107.34265734265736,149.70939702233255,421.85,,104.8,,100.25,,93.85,,96.25,,97.15,,265.6,,224.15,448.3,,105.1,,119.85,235.9945
2018-10-31,375.0,,360.4,,262.2,,108.52,83.9124,,,130.2,,320.4,233.1284,,,161.96,,156.92,499.996,157.6,,115.316,,108.08800000000001,114.4,95.94,,93.32,254.80769230769232,151.3392857142857,102.38,455.35714285714283,325.6192,329.64285714285717,248.18,520.8,,109.8,,109.84,101.96428571428572,272.8792847058823,306.49,,161.0,,141.6,,108.0,,108.0,,90.0,,332.8,,246.0,,110.0,,110.0,318.918,108.0,,60.0,,55.0,,85.8,,89.0,,86.0,,,,240.0,,105.0,,100.0,126.976,226.01,,,,112.8,,67.22,67.8732,78.0,,106.75999999999999,,293.0,,248.0,526.0,,99.5,,100.4,198.9956,263.16,,101.06,,129.96,,83.58,,99.12,,95.2,,273.2,,263.52,263.52,,105.06,,97.62,54.023999999999994,384.0,,100.0,,100.0,,73.8,,75.04,,94.68,,290.32,,241.2,,101.55,,105.933333,104.9292,386.6684,,191.8,,117.76,,88.4,,88.4,,84.4,,269.52,,235.96,,127.28,,127.28,157.3152,609.76,,92.0,,78.6,,103.8,,111.4,,143.52,,283.6,,,,132.12,,135.0,183.248,400.0,,238.0,,98.0,,90.0,,105.0,,150.0,,327.2,,286.4,572.8,,130.0,,140.0,,,107.436,,202.07999999999998,,209.0,,186.6,,91.2,91.734,90.0,132.86713286713285,94.80519480519479,87.9,345.77922077922085,325.2,249.18831168831167,296.0,,84.0,,87.2,101.22377622377621,172.84603870967743,407.8572,,103.12,133.8448,101.840801,87.428,87.95,,88.2,,105.56,,260.64,222.37400000000002,,425.0,104.3268,,,119.88,105.7784
2018-11-30,375.0,,357.5,,261.0,,93.45,,99.45,,121.7,,310.8,206.56099999999998,,,147.75,,145.4,513.885,153.0,,106.8575,,95.9375,102.0,77.225,,77.95,259.6153846153846,143.30357142857144,104.7225,428.57142857142856,320.83000000000004,328.12500000000006,243.1,509.0,,102.8875,,102.9,112.50000000000003,262.91368529411767,307.69,,160.0,,131.0,,78.75,,78.75,,90.0,,340.0,,247.5,,98.75,,98.25,323.175,108.0,,60.0,,53.75,,81.0,,86.5,,84.0,,,,235.0,,89.0,,86.0,128.18,226.01,,,,109.125,,68.25,76.7895,78.75,,101.875,,292.5,,238.925,522.5,,96.25,,98.75,230.23775,263.16,,144.4,,132.025,,86.625,,91.0,,89.225,,289.3,,249.65,249.65,,104.975,,100.725,95.584,415.0,,100.0,,100.0,,77.35,,83.55,,99.05,,291.6,,225.5,,80.35,,82.8,109.6665,389.3955,,166.0,,94.5,,88.35,,87.85,,86.45,,272.1,,229.45,,109.55,,107.7,166.6695,609.76,,81.9,,70.05,,101.5,,106.5,,145.5,,299.5,,,,131.95,,133.5,185.21200000000002,400.0,,210.0,,90.0,,90.0,,105.0,,150.0,,317.5,,280.0,560.0,,130.0,,132.5,,,94.5025,,195.625,,206.25,,187.5,,80.875,81.48,80.0,122.72727272727273,92.20779220779222,91.25,347.40259740259745,325.75,241.23376623376623,295.0,,67.875,,71.425,94.40559440559441,157.66919975186104,413.74300000000005,,105.733333,127.3565,96.4,88.215,85.45,,85.25,,92.0,,260.6,221.3275,,424.0,100.359,,,111.9,92.15100000000001
2018-12-31,375.0,,349.25,,256.5,,72.25,,81.0,,109.45,,301.0,180.0995,,,126.4,,126.05,496.5225,151.0,,105.7875,,90.3125,103.0,75.825,,76.525,226.05769230769232,148.39285714285714,97.5,473.30357142857144,317.9,332.5892857142857,241.25,498.0,,81.65,,80.6,155.17857142857144,211.66204117647058,307.69,,152.5,,117.5,,77.5,,77.5,,80.0,,332.5,,250.0,,76.25,,76.25,294.54,108.0,,60.0,,50.0,,77.5,,83.75,,90.0,,,,240.0,,70.0,,70.0,118.8725,226.01,,,,101.875,,67.25,79.37,77.5,,100.377,,296.5,,245.95,522.5,,73.85,,74.9,252.18625,263.16,,137.75,,138.125,,89.7675,,93.795,,91.675,,296.35,,281.5,281.5,,94.75,,83.275,149.895,400.0,,100.0,,100.0,,74.8,,76.75,,101.5,,290.5,,238.25,,75.6,,76.05,113.039,315.121,,156.75,,85.2,,86.65,,86.65,,94.25,,286.8,,227.0,,100.95,,100.95,134.7225,609.76,,84.0,,73.5,,101.75,,108.7,,142.0,,330.5,,,,131.0,,128.0,188.4825,476.19,,215.0,,112.5,,90.0,,105.0,,150.0,,335.0,,280.0,560.0,,130.0,,130.0,,,114.555,,201.05,,205.0,,185.0,,76.5,69.207,71.25,118.8811188811189,89.61038961038963,85.25,326.29870129870136,319.25,246.42857142857144,295.25,,68.125,,75.15,87.76223776223775,147.19426302729528,439.244,,97.95,122.773,92.13330099999999,88.2145,85.7,,86.35,,91.95,,266.1,227.797,,452.0,87.25,,,105.85,90.258
2019-01-31,,,,,,,,,,,,,,,,,,,,,162.0,318.0664,115.12,240.5316,90.42,73.6368,72.6,74.818,59.5,217.21153846153845,126.84617777777778,94.82,411.972273015873,317.928,307.94638095238093,235.96,495.6,95.4324,62.12,86.4408,74.34,101.25,285.9165803921568,307.69,284.0,150.0,180.0,110.0,88.0,78.4,88.0,78.4,92.31,80.0,357.14,330.8,258.568,249.0,95.38600000000001,79.2,95.38600000000001,79.2,314.60400000000004,108.0,157.11,69.0,137.934,56.0,80.0,79.6,86.932,89.2,79.404,88.0,219.78,480.0,,,61.07,70.0,61.83,70.0,135.444,250.0,,,187.024,98.0,95.46600000000001,74.8,84.78,78.0,96.3,105.0,268.04400000000004,295.2,213.796,265.0,530.0,85.928,72.2,87.40799999999999,73.0,240.0,,,,,134.28,,90.92,,,,91.74,,,,,266.218008,,,,82.555996,,400.0,190.47,100.0,190.47,100.0,85.5348,76.08,84.4044,76.24,103.1416,97.76,336.0964,291.68,231.1528,218.88,83.8284,74.4,87.75399999999999,75.92,147.1032,317.2156,232.5032,155.32,154.0936,87.84,85.4564,88.96,85.4564,88.96,94.9024,105.96,252.9964,274.4,202.0368,226.28,86.62200000000001,100.92,86.62200000000001,100.92,129.6588,,,,,73.0,,101.6,,,,128.4,,302.56,,,,,,121.8,,476.19,211.54,220.0,96.04799999999999,104.0,,90.0,97.68,,,125.0,310.6392,298.8,261.8488,280.0,560.0,,,,117.0,,,,,271.25,289.42,210.0,262.702,200.0,83.67399999999999,73.6,76.07,63.4,119.23076923076923,86.28630952380952,83.0,327.30553333333336,329.2,241.97726190476192,240.0,62.766000000000005,54.24,68.862,59.36,77.97202797202796,123.93342043010752,,,,,87.96,,83.64,,,,90.24,,264.48,,,437.2,,,,92.44,
2019-02-28,375.0,218.34,308.0,199.0,231.0,65.21,68.9,67.03,,87.9725,112.0,300.0,286.0,192.925,,75.435,110.25,73.1555,110.0,473.9445,154.0,284.672,106.2,270.039,90.7,86.711,73.975,83.70835,72.425,197.1153846153846,111.55387142857144,93.45833350000001,411.8747,319.61,267.46260714285717,246.5,514.0,84.72125,78.85,83.649,79.525,98.66071428571429,272.03156470588226,307.6825,280.0,150.0,180.0,110.0,86.0,77.5,86.0,77.5,92.31,75.0,357.14,330.0,257.14,250.0,92.31,75.0,92.31,75.0,312.0275,108.0,142.68,60.0,125.65,50.0,83.02,81.25,85.58,86.25,77.5675,85.0,,,224.36,245.0,69.0275,75.0,65.895,71.25,129.68,232.26,,,167.255,115.175,89.0255,77.2666665,80.755,77.825,107.675,103.125,290.8375,306.0,212.1775,250.675,530.0,87.13125,74.625,86.94375,74.625,294.6225,263.16,253.25,137.175,241.8225,120.175,88.10600000000001,88.6,91.5365,95.15,88.7305,91.525,345.4095,299.8,245.24599999999998,276.65,276.65,78.9615,87.105,74.95100000000001,84.015,132.99,400.0,190.47,100.0,190.47,100.0,88.876,82.9,89.87100000000001,82.65,126.48649999999999,91.75,317.704,288.1,216.737,214.85,91.579,77.7,93.0075,78.5,228.40900000000002,302.1945,227.0815,152.5,146.428,88.45,89.84100000000001,87.45,89.84100000000001,87.45,97.64399999999999,94.55,251.2035,273.0,202.6455,219.2,85.99,87.45,85.99,87.45,120.2515,609.76,175.2033,85.0,145.9627,68.75,113.72399999999999,102.25,138.425,111.2,180.78900000000002,126.25,358.2753,270.5,,,190.136,111.75,191.5973,114.5,182.38400000000001,476.34,211.54,220.0,92.0,100.0,96.8275,92.5,99.2075,106.25,124.77,125.0,289.8265,269.6,261.85,280.0,560.0,124.92,110.0,115.48,112.5,145.6875,,139.3125,141.12,195.625,356.142,205.0,322.755,185.0,78.1786,76.875,66.2025,71.875,124.3006993006993,87.7177967032967,76.875,324.85079670329674,321.75,240.12153846153845,295.0,58.939,62.5,66.3625,64.375,85.13986013986013,156.64274937965257,439.269,129.26,82.2,112.296,79.7,86.7835,83.5,86.4135,84.2,91.0725,94.6,287.082,260.7,234.61700000000002,218.75,437.5,79.4295,80.9,87.4105,90.9,95.116
2019-03-31,375.0,218.34,297.0,199.0,230.0,68.63,79.75,71.555,,93.03,118.0,300.0,284.8,200.5015,,78.0425,116.8,79.0375,115.8,479.161,167.25,284.747,106.15,270.049,91.95,91.64425,76.7,94.703,74.2,192.30769230769232,127.44484285714286,93.9,416.8756928571428,316.36,266.3681142857143,256.675,526.0,90.6465,73.675,85.39725,78.5583335,99.10714285714286,276.50746470588234,307.69,280.0,150.0,180.0,110.0,94.0,80.0,94.0,80.0,92.31,86.25,357.14,320.0,264.28,260.0,92.31,75.0,92.31,75.0,312.5825,108.0,142.6785,60.0,128.15,50.0,86.79,87.5,96.0,90.0,93.395,92.5,,,247.255,270.0,76.34,80.0,73.645,77.5,129.68,238.51,183.67,,148.5775,123.975,89.025,77.0,82.936,79.15,107.21125,100.625,314.87,319.75,238.39999999999998,266.0,555.0,88.595,75.675,87.87125,76.725,294.6225,263.16,239.395,130.625,232.472,117.2675,89.4015,90.22,91.829,93.86,88.8795,91.165,310.623,290.965,266.26599999999996,280.55,280.55,78.0345,84.1675,76.8905,86.785,156.826,400.0,177.137,95.7,164.518,87.5,93.69200000000001,86.05,91.0265,83.0,128.34025,91.65,303.4645,280.3,240.8825,251.25,93.42399999999999,79.5,93.10799999999999,79.066667,241.18400000000003,307.1215,228.702,157.25,147.8675,92.4,102.035,93.5,102.035,93.5,103.4675,97.95,251.264,274.0,209.333,235.25,91.666,88.75,91.666,88.75,142.1495,609.76,191.9825,84.25,148.5895,66.0,127.95100000000001,106.5,151.985,118.15,166.2,125.25,347.8885,268.5,,,180.37900000000002,112.0,176.162,116.25,188.484,409.045,194.995,220.0,91.74,100.0,100.19,100.0,102.72,110.0,132.305,128.75,288.3145,265.0,254.43400000000003,278.0,556.0,119.19,110.0,122.6675,105.0,191.405,,150.6775,147.0,195.625,348.68989999999997,202.5,322.83225000000004,185.0,81.40825000000001,84.625,78.305,80.0,118.00699300699299,84.77736263736266,82.625,327.46068681318684,320.5,244.8359065934066,295.75,65.7575,65.25,69.05499999999999,69.0,80.41958041958041,153.0252977667494,429.3875,117.169,83.35,109.314,78.8,101.071,91.55,99.1225,89.2,99.4645,103.8,281.066,262.2,239.3365,262.35,524.7,84.05799999999999,87.7,85.1445,98.05,94.6695
2019-04-30,375.0,218.34,288.0,199.0,218.0,68.44,72.0,71.193,,102.44,102.75,300.0,280.5,194.7765,,86.4865,102.0,91.3245,103.5,473.7035,159.25,286.32725,107.9,268.97524999999996,92.55,90.50175,75.675,96.28399999999999,76.075,192.30769230769232,128.17319285714285,98.225,417.94199285714285,320.96000000000004,269.8569642857143,265.75,527.0,88.8845,75.1,88.795,75.075,99.10714285714286,277.46221470588233,307.69,272.5,150.0,180.0,110.0,96.0,82.25,96.0,82.25,92.31,88.5,357.14,318.0,264.28,260.0,92.31,75.0,92.31,75.0,313.67,109.0,142.68,60.0,128.15,50.0,84.9165,88.75,92.3075,93.75,89.77,93.75,,,256.41,280.0,68.8375,81.25,64.0025,71.25,125.8775,232.26,183.67,,149.90249999999997,110.8,90.05125,74.05,82.5175,76.875,107.675,99.3,317.24,319.05,227.575,268.725,530.0,83.595,72.91666649999999,89.96375,76.425,307.1225,263.16,247.25,126.86,240.42700000000002,116.02,89.11399999999999,89.9975,90.8395,94.335,89.1725,91.6725,333.93,290.05,243.7055,269.725,269.725,75.665,83.335,70.8635,79.7,152.8475,400.0,163.804,91.25,138.923,74.95,83.352,75.6,85.387,76.4,138.17000000000002,107.85,303.284,280.4,207.50799999999998,220.5,89.09700000000001,74.35,90.162,74.833333,234.2785,245.4535,213.33700000000002,151.35,133.9775,90.2,101.665,90.35,101.665,90.35,106.7525,101.95,250.94799999999998,270.2,214.0,239.75,96.0145,89.4,96.0145,89.4,146.1265,609.76,185.9495,87.0,147.582,63.75,117.64399999999999,104.25,146.6285,117.25,161.838,107.25,351.6913,274.0,,,178.90200000000002,113.25,174.792,116.5,193.71900000000002,341.3,168.45,220.0,94.035,102.5,100.19,100.0,108.76,111.5,135.38,130.0,292.19,270.0,257.096,272.0,544.0,119.19,108.0,118.01,105.0,200.2467,,154.625,149.0,201.05,339.915,200.5,322.75575000000003,185.0,79.112,83.1916665,73.775,76.875,115.76923076923076,83.50324404761905,81.375,319.5412023809524,317.5,246.7546130952381,295.75,62.72,61.5,62.677,64.375,79.23076923076921,156.06667607526882,439.4375,117.54799999999999,82.65,108.08,77.8,96.6795,92.4,98.209,92.3,103.57,103.0,283.313,263.8,248.25400000000002,256.85,513.7,88.589,88.35,98.215,101.4,103.49
2019-05-31,,,,,,,,,,,,,,,,,,,,,162.0,322.65,99.4,333.52,98.52,70.38,59.72,,,161.0576923076923,103.02968253968255,99.28,416.84444444444443,316.16,267.08857142857147,266.4,,68.14,56.72,68.02,56.32,104.46428571428571,313.74668888888885,307.69,280.0,150.0,180.0,110.0,89.6,79.2,89.6,79.2,87.69,79.4,357.14,325.2,260.0,258.0,93.85,76.0,92.31,75.0,313.89799999999997,108.0,142.68,60.0,128.15,50.0,83.02,85.0,88.46,90.0,82.4,90.0,,,256.41,280.0,69.23,80.0,62.02,70.0,115.27,260.0,,,137.65,91.0,94.17,73.0,82.97,74.4,95.56,108.0,290.0,294.0,206.9,269.0,,85.19,70.6,81.48,70.4,268.0,,,,,,,,,,,,,,,,,,,,,,400.0,163.99,91.24,138.76,74.88,82.69,74.72,84.02,74.533317,109.04,104.52,309.05,284.88,229.34,239.24,82.96,66.72,,,230.8306,243.7176,213.9,148.48,136.31,85.0,100.59,90.04,100.3,90.04,109.34,111.4,251.64,270.96,213.33,233.68,97.13,88.84,97.14,88.84,170.5802,,,,,,,,,,,,,,,,,,,,,341.3,168.45,220.0,97.98,106.0,,,108.76,,,,310.32,292.32,253.94,274.8,,,,,,,,,,251.72,212.68,200.0,232.65,200.0,96.15,79.0,87.32,75.0,103.32167832167833,83.16130952380954,80.0,318.63464285714286,332.8,248.97380952380956,240.0,60.96,50.0,57.68,51.36,80.76923076923076,140.5090053763441,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,,,,,,,,,,,,,,,,,162.0,322.28,99.5,318.39,92.1,63.95,58.3,,,170.0,109.36873015873016,98.3,418.6688888888889,317.44,269.4409523809524,265.0,,67.27,54.3,65.36,55.8,101.78571428571429,317.18320261437907,307.69,250.0,140.0,150.0,100.0,80.0,72.0,80.0,72.0,92.31,68.25,357.14,330.0,260.71,255.0,84.61,70.0,84.61,70.0,315.67,106.6684,117.4,49.333316999999994,108.4,43.333316999999994,77.99,78.333317,88.46,83.33331700000001,75.96,78.0,,,225.89,246.66668399999998,64.89,66.66668399999999,60.08,61.666684,105.6617,233.3317,,,143.14,90.0,83.33,65.0,78.57,70.0,88.89,86.666684,300.0,296.666634,206.9,256.666684,,66.67,60.0,66.67,60.0,316.6684,,,,,,,,,,,,,,,,,,,,,,400.0,164.12,91.866684,137.61,74.933317,67.61,66.333317,85.71,77.9,106.86,104.666684,303.28,284.666634,217.97,227.13331699999998,66.92,56.86668399999999,,,239.3494,234.3407,190.12,140.46668400000001,111.97,72.2,87.41,79.733317,87.41,79.733317,95.38,102.266684,249.79,268.8,200.89,230.333317,84.06,79.13331699999999,84.06,79.13331699999999,207.4224,,,,,,,,,,,,,,,,,,,,,341.3,160.8,200.0,97.86,106.666684,,,108.76,,,,287.02,274.8,253.21,276.0,,,,,,,,,,260.4,263.16,200.0,263.16,200.0,74.07,71.66668399999999,74.07,68.333317,102.62237762237761,75.38702380952382,70.0,319.7120238095239,334.0,234.4739285714286,240.0,57.69,50.0,57.69,52.0,71.15384615384615,137.94140430107527,,,,,,,,,,,,,,,,,,,,,
2019-07-31,,,,,,,,,,,,,,,,,,,,,162.0,,102.0,,85.5,,74.4,,,167.98076923076925,115.44642857142858,82.4666665,425.8928571428571,320.013333,266.1607142857143,260.0,509.6,,58.6,,66.9,99.82142857142858,321.80654967320265,307.69,,133.333333,,103.333333,,75.0,,75.0,,70.0,,326.666666,,243.33333299999998,,73.333333,,73.333333,316.0133,108.0,,44.0,,40.0,,80.0,,80.0,,80.0,,,,260.0,,65.0,,63.0,100.86,250.0,,,,88.333333,,76.666667,,80.0,,88.333333,,298.666666,,275.0,554.0,,60.0,,60.0,500.0,,,,,109.8,,84.6,,,,87.86,,,,,279.4,,,,73.96,,400.0,,91.13333300000001,,75.2,,74.466667,,77.333333,,106.0,,282.6,,216.66666700000002,,68.0,,,223.17,286.0007,,109.4,,67.333333,,80.2,,80.2,,80.333333,,269.6,,228.66666700000002,,79.8,,79.8,237.4293,,,,,66.8,,106.6,,,,126.0,,313.6,,,,,,114.4,,341.3,,200.0,,103.333333,,98.0,104.7333,,,123.2,,275.733334,,275.333333,551.2,,,,103.0,,,,,289.3333,,193.33333299999998,,193.33333299999998,,75.0,,70.13333300000001,103.49650349650351,77.92207792207793,80.0,324.35064935064935,334.66666599999996,236.2012987012987,225.6,,50.666667,,53.866667,80.06993006993007,132.74765053763443,,,,,79.0,,77.066699,,,,82.266699,,284.53339800000003,,,452.4,,,,87.13330099999999,
2019-08-31,375.0,150.65,163.5,149.25,160.0,57.983000000000004,68.2,58.693999999999996,70.75,81.393,95.75,300.0,260.0,210.93900000000002,,50.3485,67.0,53.8565,68.5,463.536,171.0,279.02475,105.175,238.914,82.75,85.07300000000001,74.225,100.0,85.0,162.78846153846155,112.52792142857143,79.375,404.9046571428572,318.98,266.977,255.7,532.0,78.02025,69.375,78.57900000000001,68.325,102.32142857142858,316.3940411764706,307.69,215.0,140.0,150.0,110.0,80.0,75.0,80.0,75.0,84.615,70.0,335.71,327.5,257.14,250.0,88.4625,70.0,88.4625,70.0,315.36,108.0,104.76,44.0,98.52,40.0,75.47,80.0,76.92,80.0,74.91,80.0,,,164.84,180.0,68.7,72.0,58.14,63.0,100.86,251.01,,,115.82399999999998,101.875,72.395,67.725,81.10625,70.5,88.84899999999999,85.575,325.14599999999996,300.1,226.03775,264.525,555.0,74.357,62.3,77.98875,65.225,318.40075,263.16,226.975,152.5,215.8495,143.425,79.133,79.42,79.961,82.675,84.34899999999999,84.925,309.3525,,253.2995,279.35,279.35,69.5775,75.9,60.1605,68.575,172.5875,400.0,162.852,90.8,137.614,74.25,85.9925,77.65,87.193,78.85,106.915,104.6,303.284,281.15,207.4565,213.0,75.191,59.1,84.6827,65.4,126.08200000000001,340.9513,153.2707,110.333333,107.8427,72.333333,88.2247,80.066667,88.2247,80.066667,86.3653,79.266667,252.6567,270.666666,189.1953,232.66666700000002,84.444,78.86666699999999,84.444,78.86666699999999,210.0633,609.76,186.226,87.75,144.894,66.0625,129.78799999999998,102.75,157.2807,117.0,160.8453,123.0,371.832,308.0,,,169.3267,104.0,163.4667,117.5,194.5907,341.3,154.289,200.0,96.33,105.0,93.915,95.0,102.72,108.0,123.08,112.4,321.707,297.0,252.2915,276.0,552.0,107.27,90.0,93.17,100.0,,,103.795,,211.375,299.71,180.0,281.66,170.0,77.7065,78.75,77.417,74.79166649999999,103.67132867132868,74.84615384615384,73.125,323.97945604395613,327.25,234.2942857142857,300.0,55.8925,52.5,55.8925,55.0,73.77622377622376,163.71935732009922,471.29400000000004,117.9853,79.466667,103.62,74.6,77.1133,76.266667,75.36,76.2,79.066,78.466667,286.9273,273.066666,226.1747,201.53333299999997,403.066602,71.74,63.933333000000005,86.6947,84.86666699999999,83.8767
2019-09-30,375.0,155.454,164.25,149.25,160.0,65.98,83.55,67.2095,86.75,102.25200000000001,108.75,307.464,281.5,224.9115,,55.7885,70.25,59.62,74.4,512.1475,166.0,265.01775,105.625,234.159,81.75,100.43025,83.0,110.0,96.25,159.3269230769231,113.65209285714289,82.8,411.01810000000006,331.64,264.95428714285714,256.7,538.0,87.469,70.45,88.375,70.25,103.75000000000001,300.31326764705875,307.69,222.5,140.0,180.0,110.0,88.0,83.0,88.0,83.0,76.92,71.5,410.71,355.0,262.495,250.0,80.7675,73.75,80.7675,73.75,268.5925,107.0,105.95,44.5,99.7325,41.0,80.1925,83.75,88.46,88.75,59.8515,70.0,,,238.1,260.0,76.335,77.5,62.02,67.5,100.86,201.01,,,118.13875,111.25,74.81450000000001,69.15,73.44725,72.85,87.063,90.075,364.185,354.6,216.29250000000002,263.25,535.0,78.33,68.4,80.44925,71.075,219.41825,263.16,183.75,142.0,177.4485,131.875,90.42299999999999,91.675,87.3975,93.6175,84.9415,86.45,347.8755,,253.1265,277.775,277.775,79.41199999999999,87.975,80.846,89.725,175.985,400.0,164.28,91.25,138.09,74.25,86.2255,78.225,87.59299999999999,79.525,104.609,98.154,334.836,305.6,225.1565,229.2,81.877,64.85,86.4875,69.75,126.0815,318.5705,165.887,126.25,111.0265,65.0,87.598,83.45,87.598,83.45,72.72800000000001,68.4,267.8335,294.1,188.965,220.75,84.4445,80.15,84.4445,80.15,162.4685,609.6875,188.43599999999998,88.0,141.13,66.75,127.7505,101.75,157.0665,117.0,147.3525,121.25,461.9685,381.0,,,163.01,105.0,158.2145,116.0,179.3215,341.3,153.14,200.0,96.33,105.0,79.5875,80.0,84.5925,90.75,123.08,112.0,357.7825,337.5,274.007,300.0,600.0,107.2665,90.0,93.17,100.0,,,84.7575,,206.475,299.70775,176.25,281.735,166.25,76.78075,80.125,75.6965,77.625,114.6153846153846,76.83958333333332,72.875,353.54765476190477,339.75,247.62978571428576,298.75,59.1685,54.75,58.3495,55.725,73.65384615384616,159.19995698924728,476.7895,113.773,71.35,100.19,67.4,78.92699999999999,72.65,75.461,72.45,68.75,67.55,323.3235,296.8,237.588,238.0,476.0,65.4515,64.6,75.714,76.15,83.6055
