data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7683085,854,BFO4355,4355,"11 February 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Burkina Faso)",,3,"Civilians (Morocco)","Government of Morocco (1999-)",7,37,"Western Africa","Burkina Faso",Centre,Kadiogo,Ouagadougou,Ouagadougou,12.3703,-1.5247,1,"Radio Omega",National,"On 11 February 2021, unknown gunmen aboard a motorbike assaulted the Moroccan ambassador in Ouagadougou (Ouagadougou, Kadiogo).",0,1613419899,BFA
7682575,854,BFO4352,4352,"10 February 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Islamic State (Greater Sahara)",,2,"Civilians (Burkina Faso)","Labour Group (Burkina Faso)",7,27,"Western Africa","Burkina Faso",Sahel,Oudalan,Markoye,Deibanga,14.7813,0.0123,1,"Facebook; MinuteBf; Sahel Security Alerts; Undisclosed Source; Aujourd8","Local partner-Other","On 10 February 2021, presumed ISGS militants seized three transport trucks with drivers on board after robbing the occupants in Deibanga (Markoye, Oudalan). The drivers were later released.",0,1613419898,BFA
7682576,854,BFO4353,4353,"10 February 2021",2021,1,Battles,"Armed clash","Islamic State (Greater Sahara)",,2,"VDP: Volunteer for Defense of Homeland",,4,24,"Western Africa","Burkina Faso",Centre-Nord,Sanmatenga,Barsalogho,Kogoyende,13.4637,-1.0086,1,"Sahel Security Alerts; AFP; Infowakat; L'Observateur Paalga; Facebook","New media-National","On 10 February 2021, suspected ISGS militants attacked the village of Kogoyende (Barsalogho, Sanmatenga). The militants clashed with volunteer fighters (VDP). Two civilians including the village chief and his brother were killed, one volunteer fighter wounded, and four houses burned.",2,1613419898,BFA
7682906,854,BFO4354,4354,"10 February 2021",2021,1,"Strategic developments","Looting/property destruction","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Burkina Faso)","Labour Group (Burkina Faso)",7,27,"Western Africa","Burkina Faso",Est,Gnagna,Manni,Koulfo,13.2319,-0.0012,1,Facebook,"New media","Looting: On 10 February 2021, suspected JNIM militants stripped a dayworker of his belongings in the village of Koulfo (Manni, Gnagna).",0,1613419899,BFA
7682570,854,BFO4347,4347,"09 February 2021",2021,1,Battles,"Armed clash","Islamic State (Greater Sahara)",,2,"JNIM: Group for Support of Islam and Muslims",,2,22,"Western Africa","Burkina Faso",Sahel,Oudalan,Deou,Ayagorou,14.5521,-0.7185,2,"Le Pays; Facebook; Signal; Undisclosed Source","Local partner-Other","On 9 February 2021, ISGS and JNIM militants clashed near the village of Ayagorou (Deou, Oudalan) for the second day. 17 ISGS including a local ISGS commander and 4 JNIM were reportedly killed. Fatalities are split across 8 events.",3,1613419898,BFA
7682571,854,BFO4348,4348,"09 February 2021",2021,1,Battles,"Armed clash","Islamic State (Greater Sahara)",,2,"JNIM: Group for Support of Islam and Muslims",,2,22,"Western Africa","Burkina Faso",Sahel,Oudalan,Deou,Gountawola,14.4608,-0.5546,2,"Le Pays; Undisclosed Source; Signal; Facebook","Local partner-Other","On 9 February 2021, ISGS and JNIM militants clashed near the village of Gountawola (Deou, Oudalan) for the second day. 17 ISGS including a local ISGS commander and 4 JNIM were reportedly killed. Fatalities are split across 8 events.",2,1613419898,BFA
7682572,854,BFO4349,4349,"09 February 2021",2021,1,Battles,"Armed clash","Islamic State (Greater Sahara)",,2,"JNIM: Group for Support of Islam and Muslims",,2,22,"Western Africa","Burkina Faso",Sahel,Oudalan,Deou,Gountoure-Gnegne,14.7534,-0.8294,2,"Le Pays; Facebook; Signal; Undisclosed Source","Local partner-Other","On 9 February 2021, ISGS and JNIM militants clashed southeast of the village of Gountoure-Gnegne (Deou, Oudalan) for the second day. 17 ISGS including a local ISGS commander and 4 JNIM were reportedly killed. Fatalities are split across 8 events.",2,1613419898,BFA
7682573,854,BFO4350,4350,"09 February 2021",2021,1,Battles,"Armed clash","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Police Forces of Burkina Faso (2015-) Gendarmerie",,1,12,"Western Africa","Burkina Faso",Cascades,Comoe,Ouo,Ouo,10.4,-3.8333,1,"Radio Omega; Actu Burkina; AFP; Sahel Security Alerts; Aujourd8; Facebook; Infowakat; MinuteBf; Wakat Sera; PANAPRESS; AIB (Burkina Faso); Le Faso; L'Observateur Paalga","New media-National","On 9 February 2021, presumed Katiba Macina (JNIM) militants attacked the gendarmerie station in Ouo (Ouo, Comoe). One gendarme was killed and two wounded.",1,1613419898,BFA
7682574,854,BFO4351,4351,"09 February 2021",2021,1,Battles,"Armed clash","Islamic State (Greater Sahara)",,2,"JNIM: Group for Support of Islam and Muslims",,2,22,"Western Africa","Burkina Faso",Sahel,Soum,Koutougou,Tounte,14.6519,-0.8978,2,"Signal; Facebook; Undisclosed Source; Le Pays","Local partner-Other","On 9 February 2021, ISGS and JNIM militants clashed near the village of Tounte (Deou, Oudalan) for the second day. 17 ISGS including a local ISGS commander and 4 JNIM were reportedly killed. Fatalities are split across 8 events.",2,1613419898,BFA
7682566,854,BFO4343,4343,"08 February 2021",2021,1,Battles,"Armed clash","Islamic State (Greater Sahara)",,2,"JNIM: Group for Support of Islam and Muslims",,2,22,"Western Africa","Burkina Faso",Sahel,Oudalan,Deou,Ayagorou,14.5521,-0.7185,2,"Signal; Le Pays; Undisclosed Source; Facebook","Local partner-Other","On 8 February 2021, ISGS and JNIM militants clashed near the village of Ayagorou (Deou, Oudalan). Clashes continued for two days. 17 ISGS including a local ISGS commander and 4 JNIM were reportedly killed. Fatalities are split across 8 events.",3,1613419898,BFA
7682567,854,BFO4344,4344,"08 February 2021",2021,1,Battles,"Armed clash","Islamic State (Greater Sahara)",,2,"JNIM: Group for Support of Islam and Muslims",,2,22,"Western Africa","Burkina Faso",Sahel,Oudalan,Deou,Gountawola,14.4608,-0.5546,2,"Le Pays; Signal; Undisclosed Source; Facebook","Local partner-Other","On 8 February 2021, ISGS and JNIM militants clashed near the village of Gountawola (Deou, Oudalan). Clashes continued for two days. 17 ISGS including a local ISGS commander and 4 JNIM were reportedly killed. Fatalities are split across 8 events.",3,1613419898,BFA
7682568,854,BFO4345,4345,"08 February 2021",2021,1,Battles,"Armed clash","Islamic State (Greater Sahara)",,2,"JNIM: Group for Support of Islam and Muslims",,2,22,"Western Africa","Burkina Faso",Sahel,Oudalan,Deou,Gountoure-Gnegne,14.7534,-0.8294,2,"Le Pays; Facebook; Signal; Undisclosed Source","Local partner-Other","On 8 February 2021, ISGS and JNIM militants clashed southeast of the village of Gountoure-Gnegne (Deou, Oudalan). Clashes continued for two days. 17 ISGS including a local ISGS commander and 4 JNIM were reportedly killed. Fatalities are split across 8 events.",3,1613419898,BFA
7682569,854,BFO4346,4346,"08 February 2021",2021,1,Battles,"Armed clash","Islamic State (Greater Sahara)",,2,"JNIM: Group for Support of Islam and Muslims",,2,22,"Western Africa","Burkina Faso",Sahel,Soum,Koutougou,Tounte,14.6519,-0.8978,2,"Signal; Undisclosed Source; Facebook; Le Pays","Local partner-Other","On 8 February 2021, ISGS and JNIM militants clashed near the village of Tounte (Deou, Oudalan). Clashes continued for two days. 17 ISGS including a local ISGS commander and 4 JNIM were reportedly killed. Fatalities are split across 8 events.",3,1613419898,BFA
7682565,854,BFO4342,4342,"07 February 2021",2021,1,Riots,"Mob violence","Rioters (Burkina Faso)","Vigilante Group (Burkina Faso)",5,"Civilians (Burkina Faso)",,7,57,"Western Africa","Burkina Faso",Centre-Sud,Nahouri,Ziou,Guelwongo,11.006,-0.8609,1,"Infowakat; AIB (Burkina Faso); Le Pays",National,"On 7 February 2021, a number of villagers lynched and killed two motorbike thieves in Guelwongo (Ziou, Nahouri). [size=no report]",2,1613419898,BFA
7683141,854,BFO4339,4339,"04 February 2021",2021,1,"Violence against civilians",Attack,"Islamic State (Greater Sahara)",,2,"Civilians (Burkina Faso)","Muslim Group (Burkina Faso)",7,27,"Western Africa","Burkina Faso",Sahel,Seno,Bani,Adoudie,13.8291,-0.361,1,Twitter,"New media","On 4 February 2021, presumed ISGS militants attacked the village of Adoudie (Bani, Seno). The militants killed an imam and seized livestock.",1,1613419899,BFA
7662254,854,BFO4340,4340,"04 February 2021",2021,2,"Violence against civilians",Attack,"Unidentified Armed Group (Burkina Faso)",,3,"Civilians (Burkina Faso)","Labour Group (Burkina Faso)",7,37,"Western Africa","Burkina Faso",Sahel,Oudalan,Gorom-Gorom,Alliakoum,14.4409,-0.2726,1,"Undisclosed Source","Local partner-Other","Around 4 February 2021 (between 3 - 5 February), unknown gunmen killed a merchant in Alliakoum (Gorom-Gorom, Oudalan). The merchant disappeared on February 3, and his body was found with traces of gunshots on February 5.",1,1612815317,BFA
7682564,854,BFO4341,4341,"03 February 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Burkina Faso)",,7,27,"Western Africa","Burkina Faso",Est,Gnagna,Manni,Koulfo,13.2319,-0.0012,1,"Facebook; Undisclosed Source","Local partner-Other","On 3 February 2021, suspected JNIM militants abducted three people in the village of Koulfo (Manni, Gnagna). One abductee was later released while the other two kept in captivity.",0,1613419898,BFA
7683109,854,BFO4338,4338,"03 February 2021",2021,1,"Strategic developments","Looting/property destruction","Islamic State (Greater Sahara)",,2,"Civilians (Burkina Faso)",,7,27,"Western Africa","Burkina Faso",Sahel,Seno,Dori,Touka-Bayel,14.1874,-0.239,2,Signal,"New media","Looting: On 3 February 2021, presumed ISGS militants seized livestock in the villages of Touka-Bayel and Touka-Djawembe (Dori, Seno).",0,1613419899,BFA
7661704,854,BFO4337,4337,"03 February 2021",2021,1,"Violence against civilians",Attack,"Islamic State (Greater Sahara)",,2,"Civilians (Burkina Faso)","VDP: Volunteer for Defense of Homeland",7,27,"Western Africa","Burkina Faso",Centre-Nord,Sanmatenga,Pensa,Raogo,13.9439,-0.6811,1,"Twitter; Signal","New media","On 3 February 2021, presumed ISGS militants attacked the village of Raogo (Pensa, Sanmatenga). Four people were killed, and a school and motorbikes belonging to volunteer fighters (VDP) burned.",4,1612815316,BFA
7661703,854,BFO4335,4335,"02 February 2021",2021,1,Battles,"Armed clash","Islamic State (Greater Sahara)",,2,"Police Forces of Burkina Faso (2015-)",,1,12,"Western Africa","Burkina Faso",Sahel,Seno,Dori,Goudoubo,14.1545,-0.0555,2,"Infowakat; Facebook","New media-National","On 2 February 2021, presumed ISGS militants ambushed a police patrol near Goudoubo (Dori, Seno). One policeman was wounded.",0,1612815316,BFA
7662008,854,BFO4336,4336,"02 February 2021",2021,1,"Strategic developments","Looting/property destruction","JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara)",,2,"Civilians (Burkina Faso)",,7,27,"Western Africa","Burkina Faso",Sahel,Seno,Sampelga,Niagassi,13.7756,0.2866,1,Facebook,"New media","Looting: On 2 February 2021, presumed JNIM or ISGS seized supplies at a school in the village of Niagassi (Sampelga, Seno).",0,1612815317,BFA
7682562,854,BFO4331,4331,"01 February 2021",2021,1,"Violence against civilians",Attack,"Islamic State (Greater Sahara)",,2,"Civilians (Burkina Faso)",,7,27,"Western Africa","Burkina Faso",Sahel,Seno,Gorgadji,Demni,14.0492,-0.3651,1,"Facebook; Infowakat","New media-National","On 1 February 2021, suspected ISGS militants attacked the village of Demni (Gorgadji, Seno). One person was killed and livestock seized.",1,1613419898,BFA
7682563,854,BFO4333,4333,"01 February 2021",2021,1,"Violence against civilians",Attack,"Islamic State (Greater Sahara)",,2,"Civilians (Burkina Faso)",,7,27,"Western Africa","Burkina Faso",Sahel,Seno,Gorgadji,Gountoudie,14.104,-0.451,1,"Facebook; Infowakat","New media-National","On 1 February 2021, suspected ISGS militants attacked the village of Gountoudie (Gorgadji, Seno). One person was killed and livestock seized.",1,1613419898,BFA
7661700,854,BFO4332,4332,"01 February 2021",2021,1,"Strategic developments","Looting/property destruction","Islamic State (Greater Sahara)",,2,"Civilians (Burkina Faso)",,7,27,"Western Africa","Burkina Faso",Sahel,Oudalan,Gorom-Gorom,Gagara,14.4885,-0.172,2,"Signal; Facebook","New media","Looting: On 1 February 2021, presumed ISGS militants seized a vehicle between Gagara (Gorom-Gorom, Oudalan) and Markoye.",0,1612815316,BFA
