data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7395321,562,NIR1590,1590,"12 December 2020",2020,1,"Violence against civilians",Attack,"Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Niger)","Labour Group (Niger)",7,27,"Western Africa",Niger,Diffa,Diffa,Toumour,Toumour,13.6669,13.1198,1,"Whatsapp; Jeunesse Diffa; Urgence Diffa; Twitter; HumAngle; Facebook","New media-Regional","On 12 December 2020, JAC militants attacked the village of Toumour (Diffa, Diffa). The militants burned the market, between 800 to 1000 houses, tents, and sheds, and vehicles. At least 27 people were killed, others wounded and gone missing according to an official toll, reportedly by gunfire, burning, and drowning while trying to escape.",27,1607976267,NER
7395320,562,NIR1589,1589,"11 December 2020",2020,1,"Violence against civilians",Attack,"Islamic State (West Africa)",,2,"Civilians (Niger)","Chetimari Communal Group (Niger)",7,27,"Western Africa",Niger,Diffa,Diffa,Chetimari,Chetimari,13.1822,12.4223,1,"Jeunesse Diffa; Facebook; Twitter; Actu (Niger); Journal le Gardien; Whatsapp; ANP (Niger); Urgence Diffa","New media-National","On 11 December 2020, presumed ISWAP militants attacked the domicile of the Chetimari canton chief in Chetimari (Diffa, Diffa). A ''peace walker'' was killed and two Dogari (canton chief courtiers or guard corps) were wounded. Presumed ISWAP militants also abducted a person in the village of Chetimari",1,1607976267,NER
7395322,562,NIR1602,1602,"11 December 2020",2020,1,"Violence against civilians",Attack,"Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Niger)",,7,27,"Western Africa",Niger,Diffa,Diffa,Gueskerou,Kindjandi,13.7379,12.9311,1,"Jeunesse Diffa; Whatsapp","New media","On 11 December 2020, presumed ISWAP or Boko Haram (JAS) militants made an incursion into the village of Kindjandi (Diffa, Diffa). The militants killed one person and seized livestock.",1,1607976267,NER
7395852,562,NIR1600,1600,"10 December 2020",2020,1,"Violence against civilians",Attack,"Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Niger)",,7,27,"Western Africa",Niger,Diffa,Diffa,Gueskerou,"Garin Wanzam",13.6458,12.9053,1,Whatsapp,"New media","On 10 December 2020, presumed ISWAP or Boko Haram (JAS) militants made an incursion into the village of Garin Wanzam (Diffa, Diffa). The militants killed one person and seized supplies.",1,1607976279,NER
7395856,562,NIR1601,1601,"10 December 2020",2020,1,"Strategic developments","Looting/property destruction","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Niger)",,7,27,"Western Africa",Niger,Diffa,Diffa,Diffa,Lada,13.3013,12.646,1,Whatsapp,"New media","Looting: On 10 December 2020, presumed ISWAP made an incursion into the village of Lada (Diffa, Diffa). The militants pillaged food at a cooperative supply storage and medicine at the local health center.",0,1607976279,NER
7395855,562,NIR1599,1599,"09 December 2020",2020,2,"Violence against civilians",Attack,"Unidentified Armed Group (Niger)",,3,"Civilians (Niger)",,7,37,"Western Africa",Niger,Maradi,"Guidan Roumdji",Tibiri,Bassira,13.4098,6.6277,2,Whatsapp,"New media","Around 9 December 2020 (between 9 - 10 December), unknown gunmen killed a person and seized livestock in the village of Garin, near Bassira (Guidan Roumdji, Maradi). Security forces launched a pursuit and recovered the stolen livestock.",1,1607976279,NER
7395853,562,NIR1598,1598,"08 December 2020",2020,1,"Violence against civilians",Attack,"Islamic State (West Africa)",,2,"Civilians (Niger)",,7,27,"Western Africa",Niger,Diffa,Diffa,Chetimari,Wandori,13.1572,12.4323,1,Whatsapp,"New media","On 8 December 2020, presumed ISWAP militants killed at least one person in the village of Wandori (Diffa, Diffa). One report said that two people were killed in the attack.",1,1607976279,NER
7395854,562,NIR1597,1597,"08 December 2020",2020,1,Riots,"Mob violence","Rioters (Niger)","Vigilante Group (Niger)",5,"Islamic State (Greater Sahara)",,2,25,"Western Africa",Niger,Tillaberi,Ouallam,Tondikiwindi,Mogodyougou,14.7606,2.3218,1,Whatsapp,"New media","On 8 December 2020, a number of residents killed two presumed ISGS militants by beating in the village of Mogodyougou (Ouallam, Tillaberi). The fatal beating came after the militants shot and wounded a resident while in the process of extorting zakat taxes. [size=no report]",2,1607976279,NER
7395860,562,NIR1596,1596,"08 December 2020",2020,1,"Violence against civilians",Attack,"Islamic State (Greater Sahara)",,2,"Civilians (Niger)",,7,27,"Western Africa",Niger,Tillaberi,Ouallam,Tondikiwindi,Mogodyougou,14.7606,2.3218,1,Whatsapp,"New media","On 8 December 2020, presumed ISGS militants in the process of extorting zakat taxes shot and wounded a resident in the village of Mogodyougou (Ouallam, Tillaberi). The local population responded by beating two militants to death.",0,1607976279,NER
7395850,562,NIR1593,1593,"07 December 2020",2020,1,Battles,"Armed clash","Military Forces of Niger (2011-)",,1,"Islamic State (Greater Sahara)",,2,12,"Western Africa",Niger,Tillaberi,Abala,Abala,Fadama,14.9446,3.2115,1,Whatsapp,"New media","On 7 December 2020, Nigerien forces and presumed ISGS militants clashed in the village of Fadama (Abala, Tillaberi). A woman was wounded in the crossfire.",0,1607976279,NER
7395851,562,NIR1595,1595,"07 December 2020",2020,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Niger)",,3,"Civilians (Niger)",,7,37,"Western Africa",Niger,Maradi,"Guidan Roumdji",Tibiri,Guilbadi,13.3694,6.6859,1,Whatsapp,"New media","Looting: On 7 December 2020, unknown gunmen rustled livestock in the village of Guilbadi (Guidan Roumdji, Maradi). Security forces launched a pursuit, routed the gunmen, and recovered the stolen livestock. There were no indication of an armed engagement.",0,1607976279,NER
7395858,562,NIR1594,1594,"07 December 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Islamic State (West Africa)",,2,"Civilians (Niger)","Farmers (Niger); Refugees/IDPs (Niger)",7,27,"Western Africa",Niger,Diffa,Diffa,Bosso,Gamgara,13.6653,13.2733,1,Whatsapp,"New media","On 7 December 2020, presumed ISWAP militants reportedly abducted ten pepper growers at the Koudo-Kaoua IDP site in the village of Gamgara (Diffa, Diffa).",0,1607976279,NER
7395864,562,NIR1592,1592,"06 December 2020",2020,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Niger)",,3,"Civilians (Niger)","Fulani Ethnic Group (Niger); Pastoralists (Niger)",7,37,"Western Africa",Niger,Maradi,Madarounfa,Gabi,Tone,13.0719,7.1015,1,Whatsapp,"New media","Looting: On 6 December 2020, unknown gunmen rustled livestock in the Fulani village of Tone (Madarounfa, Maradi). The police launched a pursuit, routed the gunmen, and recovered the stolen livestock. There were no indication of an armed engagement.",0,1607976279,NER
7395319,562,NIR1588,1588,"06 December 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Islamic State (West Africa)",,2,"Civilians (Niger)",,7,27,"Western Africa",Niger,Diffa,Diffa,Chetimari,Marwey,13.1576,12.4687,2,"Facebook; Whatsapp","New media","On 6 December 2020, presumed ISWAP militants abducted at least three people and seized a large amount of supplies between Marwey and Chetimari (Diffa, Diffa).",0,1607976267,NER
7395862,562,NIR1591,1591,"05 December 2020",2020,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara)",,2,"Civilians (Niger)","Labour Group (Niger)",7,27,"Western Africa",Niger,Tillaberi,Torodi,Torodi,Kodiaga,13.0277,1.2331,2,Whatsapp,"New media","On 5 December 2020, presumed JNIM or ISGS militants killed a shopkeeper in the village of Tchobal, near Kodiaga (Torodi, Tillaberi).",1,1607976279,NER
7329667,562,NIR1587,1587,"04 December 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Police Forces of Niger (2011-) Green Guards","Military Forces of Niger (2011-)",1,12,"Western Africa",Niger,Tillaberi,Say,Tamou,"La Tapoa",12.475,2.4246,2,"AFP; Urgence Tillabery; Tadress24info; Twitter; Whatsapp; L'Evenement Niger; Air Info","New media-National","On 4 December 2020, presumed JNIM militants attacked a joint ranger and army position near La Tapoa (Say, Tillaberi). One forest guard and one eco-guard were killed, three soldiers wounded, and two soldiers gone missing. The militants burned and seized vehicles, and pillaged the arms storage.",2,1607375000,NER
7330424,562,NIR1586,1586,"03 December 2020",2020,1,"Strategic developments","Looting/property destruction","Islamic State (Greater Sahara)",,2,"Civilians (Niger)","Labour Group (Niger)",7,27,"Western Africa",Niger,Tillaberi,Tera,Gorouol,Yatakala,14.7913,0.3767,1,Whatsapp,"New media","Property destruction: On 3 December 2020, suspected ISGS militants made an incursion into the village of Yatakala (Tera, Tillaberi). The militants seized and burned a vehicle belonging to a merchant.",0,1607375003,NER
7330430,562,NIR1585,1585,"03 December 2020",2020,1,"Violence against civilians",Attack,"Islamic State (Greater Sahara)",,2,"Civilians (Niger)","Fulani Ethnic Group (Niger); Pastoralists (Niger)",7,27,"Western Africa",Niger,Dosso,Dogondoutchi,Dan-Kassari,"Rouda Peulh",13.52,4.18,1,Whatsapp,"New media","On 3 December 2020, suspected ISGS militants attacked the Fulani village of Rouda Peulh (Dogondoutchi, Dosso). One villager was killed, one severely wounded, and one abducted.",1,1607375003,NER
7330426,562,NIR1584,1584,"02 December 2020",2020,2,"Strategic developments","Looting/property destruction","Islamic State (Greater Sahara)",,2,"Civilians (Niger)",,7,27,"Western Africa",Niger,Tillaberi,Tillaberi,Dessa,Dessa,14.5259,1.1063,2,Whatsapp,"New media","Looting: Around 2 December 2020 (between 2 - 3 December), suspected ISGS militants seized livestock in the village of Malkouche, in Dessa Commune (Tillaberi, Tillaberi).",0,1607375003,NER
7330433,562,NIR1582,1582,"01 December 2020",2020,1,Battles,"Armed clash","Garbey Communal Militia (Niger)",,4,"Islamic State (Greater Sahara)",,2,24,"Western Africa",Niger,Tillaberi,Banibangou,Dingazi,Garbey,14.8517,2.6752,1,Whatsapp,"New media","On 1 December 2020, residents reportedly killed two presumed ISGS militants after they entered the village of Garbey Banimate [Garbey] (Banibangou, Tillaberi).",2,1607375003,NER
7329666,562,NIR1581,1581,"01 December 2020",2020,1,Battles,"Armed clash","Islamic State (Greater Sahara)",,2,"Police Forces of Niger (2011-) National Guard",,1,12,"Western Africa",Niger,Tillaberi,Filingue,Tondikandia,Banizoumbou,13.9686,2.848,2,"Aniamey; Urgence Tillabery; Whatsapp; Xinhua","New media-National","On 1 December 2020, presumed ISGS militants ambushed a National Guard patrol near the village of Banizoumbou (Filingue, Tillaberi). At least one soldier was killed, one wounded, and one gone missing. The vehicle was damaged and possibly seized by the militants.",1,1607375000,NER
7330436,562,NIR1583,1583,"01 December 2020",2020,1,"Strategic developments","Looting/property destruction","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Niger)","Labour Group (Niger)",7,27,"Western Africa",Niger,Diffa,N'Guigmi,NGuigmi,"Kolo Manga",13.8914,13.0638,1,Whatsapp,"New media","Looting: On 1 December 2020, presumed ISWAP or Boko Haram (JAS) militants pillaged shops and personal belongings from residents in the village of Kolo Manga (N'Guigmi, Diffa).",0,1607375003,NER
7330429,562,NIR1579,1579,"30 November 2020",2020,1,"Strategic developments","Looting/property destruction","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Niger)",,7,27,"Western Africa",Niger,Diffa,Diffa,Gueskerou,Mandalari,13.6058,12.9192,1,Whatsapp,"New media","Looting: On 30 November 2020, presumed ISWAP or Boko Haram (JAS) militants seized personal belongings from residents in the village of Mandalari (Diffa, Diffa).",0,1607375003,NER
7330431,562,NIR1580,1580,"30 November 2020",2020,1,"Strategic developments","Looting/property destruction","Islamic State (West Africa)",,2,"Civilians (Niger)",,7,27,"Western Africa",Niger,Diffa,Diffa,Toumour,NGouba,13.666,13.1889,1,Whatsapp,"New media","Looting: On 30 November 2020, presumed ISWAP militants seized mobile phones from residents in the village of Ngouba (Diffa, Diffa).",0,1607375003,NER
7330434,562,NIR1578,1578,"30 November 2020",2020,1,"Strategic developments","Looting/property destruction","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Niger)","Labour Group (Niger)",7,27,"Western Africa",Niger,Diffa,Diffa,Diffa,Makintari,13.5337,12.8181,1,Whatsapp,"New media","Looting: On 30 November 2020, presumed ISWAP or Boko Haram (JAS) militants pillaged shops and personal belongings from residents in the village of Makintari (Diffa, Diffa).",0,1607375003,NER
7329663,562,NIR1575,1575,"29 November 2020",2020,1,"Violence against civilians",Attack,"Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Niger)","Teachers (Niger)",7,27,"Western Africa",Niger,Diffa,N'Guigmi,NGuigmi,NGuigmi,14.2495,13.1092,1,"Jeunesse Diffa; Facebook; Whatsapp","New media","On 29 November 2020, presumed Boko Haram (JAS) militants killed a teacher in NGuigmi (N'Guigmi, Diffa).",1,1607375000,NER
7329664,562,NIR1576,1576,"29 November 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Niger)","Labour Group (Niger)",7,27,"Western Africa",Niger,Diffa,N'Guigmi,NGuigmi,NGuigmi,14.2495,13.1092,2,"Whatsapp; Facebook","New media","On 29 November 2020, a transport truck struck an IED between NGuigmi and Blabrine (N'Guigmi, Diffa). The vehicle was damaged, no casualties reported. The device was likely planted by Boko Haram (JAS) militants.",0,1607375000,NER
7329665,562,NIR1577,1577,"29 November 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Islamic State (Greater Sahara)",,2,"Civilians (Niger)","Health Workers (Niger)",7,27,"Western Africa",Niger,Tillaberi,Banibangou,"Bani Bangou",Tizegorou,14.9838,2.3528,1,"Whatsapp; Undisclosed Source","Local partner-Other","On 29 November 2020, presumed ISGS militants seized an ambulance along with the driver in Tizegorou (Banibangou, Tillaberi). The driver was released shortly after.",0,1607375000,NER
