data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7395648,120,CAO4103,4103,"12 December 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,2,"Civilians (Cameroon)","Kedjom Ketinguh Communal Group (Cameroon)",7,27,"Middle Africa",Cameroon,Nord-Ouest,Boyo,Belo,Babanki,6.1166,10.25,2,"Mimi Mefo","New media","On 12 December 2020, Ambazonian separatists kidnapped the king of Kedjom Ketinguh village in Small Babanki (Boyo, Nord-Ouest).",0,1607976274,CMR
7395753,120,CAO4104,4104,"12 December 2020",2020,1,"Strategic developments","Looting/property destruction","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Cameroon)",,7,27,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Gouzoudou,11.1106,14.0389,1,"Sembe TV","New media","Looting: On 12 December 2020, Boko Haram fighters looted 3 houses in Gouzoudou village (Mayo-Sava, Extreme-Nord), taking away goods.",0,1607976277,CMR
7395649,120,CAO4102,4102,"11 December 2020",2020,2,"Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,2,"Civilians (Cameroon)","Labour Group (Cameroon)",7,27,"Middle Africa",Cameroon,Sud-Ouest,Kupe-Manenguba,Tombel,Tombel,4.7466,9.6705,2,"Mimi Mefo","New media","Around 11 December 2020 (as reported), Ambazonian separatists kidnapped a road engineer along the road between Tombel town and Nyasoso village (Kupe-Manenguba, Sud-Ouest). Villagers later captured two of the separatists and handed them over to the military forces.",0,1607976274,CMR
7395651,120,CAO4101,4101,"11 December 2020",2020,2,"Strategic developments","Looting/property destruction","Military Forces of Cameroon (1982-)",,1,"Civilians (Cameroon)","Pastoralists (Cameroon)",7,17,"Middle Africa",Cameroon,Nord-Ouest,Donga-Mantung,Ndu,Ndu,6.4263,10.7949,2,"Mimi Mefo","New media","Looting: Around 11 December 2020 (as reported), the military forces reportedly seized 58 cows from villagers in Lou village, Ndu subdivision (Donga-Mantung, Nord-Ouest). The reason of the seizure is unclear.",0,1607976274,CMR
7395650,120,CAO4100,4100,"10 December 2020",2020,1,Riots,"Mob violence","Rioters (Cameroon)","Vigilante Group (Cameroon)",5,"Civilians (Cameroon)",,7,57,"Middle Africa",Cameroon,Centre,Mfoundi,"Yaounde 6",Yaounde,3.8667,11.5167,1,"Mimi Mefo","New media","On 10 December 2020, residents captured a suspected thief, beat him up and severely injured him in Obili neighborhood of Yaounde city (Mfoundi, Centre). [size=no report]",0,1607976274,CMR
7395247,120,CAO4098,4098,"09 December 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Military Forces of Cameroon (1982-) Rapid Intervention Battalion","Bakalisse Communal Militia (Cameroon)",1,12,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Bakalisse,11.1636,13.9152,2,"Xinhua; Sembe TV; Undisclosed Source","Local partner-Other","On 9 December 2020, a Rapid Intervention Battalion military vehicle struck an IED planted by Boko Haram fighters around Bakalisse village (Mayo-Sava, Extreme-Nord). 2 soldiers and 2 vigilance militiamen were injured.",0,1607976266,CMR
7395248,120,CAO4099,4099,"09 December 2020",2020,1,"Violence against civilians",Attack,"Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Cameroon)",,7,27,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Gakara,11.1468,13.893,1,"Sembe TV; Undisclosed Source; Mimi Mefo; Xinhua","Local partner-Other","On 9 December 2020, Boko Haram attacked Gakara village (Mayo-Sava, Extreme-Nord). They burnt 19 houses, looted several others, injured one person, and kidnapped a 13-year old girl.",0,1607976266,CMR
7395825,120,CAO4097,4097,"09 December 2020",2020,1,"Strategic developments","Looting/property destruction","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Cameroon)","Labour Group (Cameroon)",7,27,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Amchide,11.2426,14.1372,2,"Undisclosed Source","Local partner-Other","Looting: On 9 December 2020, suspected Boko Haram fighters looted a commercial transport truck on the road around Amchide village (Mayo-Sava, Extreme-Nord).",0,1607976279,CMR
7395246,120,CAO4095,4095,"08 December 2020",2020,1,"Strategic developments","Looting/property destruction","Ambazonian Separatists (Cameroon)",,2,"Civilians (Cameroon)","Government of Cameroon (1982-)",7,27,"Middle Africa",Cameroon,Nord-Ouest,Mezam,"Bamenda 2",Bamenda,5.9333,10.1667,1,"Mimi Mefo; Camer.be","New media-National","Property destruction: On 8 December 2020, suspected Ambazonian separatists burnt the house of the Mayor of Bamenda II, in Ntasen neighborhood of Bamenda town (Mezam, Nord-Ouest).",0,1607976266,CMR
7395806,120,CAO4096,4096,"08 December 2020",2020,1,"Violence against civilians",Attack,"Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Cameroon)",,7,27,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Mora,Doulo,11.1057,14.1733,1,"Undisclosed Source","Local partner-Other","On 8 December 2020, Boko Haram attacked Doulo village (Mayo-Sava, Extreme-Nord) injuring 2 villagers, and taking away two motorbikes.",0,1607976278,CMR
