AdminStrata,Boucle-Du-Mouhoun,Cascades,Centre,Centre-Est,Centre-Nord,Centre-Ouest,Centre-Sud,Est,Hauts-Bassins,Nord,Plateau-Central,Sahel,Sud-Ouest
Indicator,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities
2019-09-08,4.0,1.0,12.0,2.0,96.0,1.0,2.0,24.0,1.0,45.0,0.0,110.0,0.0
2019-09-09,4.0,1.0,1.0,2.0,99.0,1.0,2.0,7.0,1.0,45.0,0.0,113.0,0.0
2019-09-10,4.0,1.0,1.0,2.0,99.0,1.0,0.0,5.0,1.0,45.0,0.0,113.0,0.0
2019-09-11,4.0,1.0,1.0,2.0,99.0,1.0,0.0,5.0,1.0,45.0,0.0,109.0,0.0
2019-09-12,4.0,1.0,1.0,2.0,99.0,1.0,0.0,5.0,1.0,45.0,0.0,111.0,0.0
2019-09-13,4.0,1.0,1.0,2.0,102.0,1.0,0.0,5.0,1.0,45.0,0.0,117.0,0.0
2019-09-14,4.0,1.0,1.0,2.0,102.0,1.0,0.0,5.0,1.0,45.0,0.0,117.0,0.0
2019-09-15,4.0,1.0,1.0,2.0,85.0,1.0,0.0,5.0,1.0,45.0,0.0,117.0,0.0
2019-09-16,4.0,1.0,1.0,2.0,85.0,1.0,0.0,5.0,1.0,45.0,0.0,115.0,0.0
2019-09-17,4.0,1.0,1.0,2.0,85.0,1.0,0.0,5.0,1.0,45.0,0.0,115.0,0.0
2019-09-18,4.0,1.0,1.0,2.0,85.0,1.0,0.0,5.0,1.0,45.0,0.0,115.0,0.0
2019-09-19,9.0,1.0,1.0,2.0,65.0,1.0,0.0,5.0,1.0,25.0,0.0,115.0,0.0
2019-09-20,9.0,1.0,1.0,2.0,65.0,1.0,0.0,5.0,1.0,25.0,0.0,115.0,0.0
2019-09-21,9.0,1.0,1.0,2.0,74.0,1.0,0.0,5.0,1.0,25.0,0.0,116.0,0.0
2019-09-22,9.0,1.0,1.0,2.0,73.0,1.0,0.0,5.0,1.0,25.0,0.0,116.0,0.0
