AdminStrata,Adamawa,Adamawa,Central,Central,East,East,Far-North,Far-North,Littoral,Littoral,North,North,North-West,North-West,South,South,South-West,South-West,West,West
2018-03-29,,,,,,,,,,,,,,,,,,,,
2018-03-30,,,,,,,,,,,,,,,,,,,,
2018-03-31,0.5632387,108.65975271366501,0.7441812,104.18635184204399,0.7715124,102.383460964885,0.21810500000000002,101.125600103802,0.7598425,100.845812627903,0.3239905,102.770222478452,0.6097425,109.25242341106899,0.7971339,100.669638427335,0.7571962,100.73599270783801,0.60755,108.139266205472
2018-04-01,,,,,,,,,,,,,,,,,,,,
2018-04-02,,,,,,,,,,,,,,,,,,,,
2018-04-03,,,,,,,,,,,,,,,,,,,,
2018-04-04,,,,,,,,,,,,,,,,,,,,
2018-04-05,,,,,,,,,,,,,,,,,,,,
2018-04-06,,,,,,,,,,,,,,,,,,,,
2018-04-07,,,,,,,,,,,,,,,,,,,,
2018-04-08,,,,,,,,,,,,,,,,,,,,
2018-04-09,,,,,,,,,,,,,,,,,,,,
2018-04-10,0.5867002,108.539852200373,0.7594598000000001,103.920053971785,0.7847763000000001,102.283831968918,0.21593,100.80486962613199,0.771145,100.868073853347,0.3378864,103.186304763283,0.6388634,108.272410821404,0.8054858,100.627665927542,0.7670259,100.786529425341,0.6397258000000001,108.422256588799
2018-04-11,,,,,,,,,,,,,,,,,,,,
2018-04-12,,,,,,,,,,,,,,,,,,,,
2018-04-13,,,,,,,,,,,,,,,,,,,,
2018-04-14,,,,,,,,,,,,,,,,,,,,
2018-04-15,,,,,,,,,,,,,,,,,,,,
2018-04-16,,,,,,,,,,,,,,,,,,,,
2018-04-17,,,,,,,,,,,,,,,,,,,,
2018-04-18,,,,,,,,,,,,,,,,,,,,
2018-04-19,,,,,,,,,,,,,,,,,,,,
2018-04-20,0.6368592,106.86774575945999,0.7845201999999999,102.637062975938,0.807353,101.78035156390499,0.21172220000000003,98.36835881974001,0.7903979,100.69189306024599,0.3752913,102.540960562996,0.6959747,105.620399303958,0.8205914000000001,100.483586364568,0.7815776,100.31789904823299,0.7001946,107.188618892852
2018-04-21,,,,,,,,,,,,,,,,,,,,
2018-04-22,,,,,,,,,,,,,,,,,,,,
2018-04-23,,,,,,,,,,,,,,,,,,,,
2018-04-24,,,,,,,,,,,,,,,,,,,,
2018-04-25,,,,,,,,,,,,,,,,,,,,
2018-04-26,,,,,,,,,,,,,,,,,,,,
2018-04-27,,,,,,,,,,,,,,,,,,,,
2018-04-28,,,,,,,,,,,,,,,,,,,,
2018-04-29,,,,,,,,,,,,,,,,,,,,
2018-04-30,0.6621008,105.72575355311501,0.7943365,101.877257389251,0.8153999,101.34642975130501,0.21253629999999998,97.439748807224,0.7976261,100.46516451612301,0.40162259999999994,102.23615687348699,0.7197048,104.150402147674,0.8266374,100.344195897945,0.7896816999999999,100.293325851482,0.7236958,105.811079767108
2018-05-01,,,,,,,,,,,,,,,,,,,,
2018-05-02,,,,,,,,,,,,,,,,,,,,
2018-05-03,,,,,,,,,,,,,,,,,,,,
2018-05-04,,,,,,,,,,,,,,,,,,,,
2018-05-05,,,,,,,,,,,,,,,,,,,,
2018-05-06,,,,,,,,,,,,,,,,,,,,
2018-05-07,,,,,,,,,,,,,,,,,,,,
2018-05-08,,,,,,,,,,,,,,,,,,,,
2018-05-09,,,,,,,,,,,,,,,,,,,,
2018-05-10,0.6860356,104.60572654543199,0.8029963000000001,101.24121316222201,0.821457,100.87562978032601,0.21492229999999998,96.81374734506349,0.8035885,100.227334532258,0.4337955,102.211403797322,0.7395519,102.853311118305,0.8314783000000001,100.178587075519,0.7964064000000001,100.269519682542,0.7413316,104.20164880376998
2018-05-11,,,,,,,,,,,,,,,,,,,,
2018-05-12,,,,,,,,,,,,,,,,,,,,
2018-05-13,,,,,,,,,,,,,,,,,,,,
2018-05-14,,,,,,,,,,,,,,,,,,,,
2018-05-15,,,,,,,,,,,,,,,,,,,,
2018-05-16,,,,,,,,,,,,,,,,,,,,
2018-05-17,,,,,,,,,,,,,,,,,,,,
2018-05-18,,,,,,,,,,,,,,,,,,,,
2018-05-19,,,,,,,,,,,,,,,,,,,,
2018-05-20,0.7082245,103.649996944734,0.8102283,100.713093617831,0.8260834,100.449100028492,0.2190982,96.5141343402528,0.8091433000000001,100.09359928392,0.4715196,102.514730410152,0.7554566,101.77141073768298,0.8355276,100.052029953435,0.8025148,100.172093256073,0.7539861,102.629164674788
2018-05-21,,,,,,,,,,,,,,,,,,,,
2018-05-22,,,,,,,,,,,,,,,,,,,,
2018-05-23,,,,,,,,,,,,,,,,,,,,
2018-05-24,,,,,,,,,,,,,,,,,,,,
2018-05-25,,,,,,,,,,,,,,,,,,,,
2018-05-26,,,,,,,,,,,,,,,,,,,,
2018-05-27,,,,,,,,,,,,,,,,,,,,
2018-05-28,,,,,,,,,,,,,,,,,,,,
2018-05-29,,,,,,,,,,,,,,,,,,,,
2018-05-30,,,,,,,,,,,,,,,,,,,,
2018-05-31,0.7466089,102.67371428902901,0.8237711999999999,100.334923916682,0.8327836,99.9182122321269,0.2373501,97.20387164560499,0.8188894,100.133866864701,0.5552603,103.541973345559,0.7775546999999999,100.43663686333099,0.8406268,99.8843838840847,0.8124113000000001,100.13251361361701,0.7712787,100.57248080403299
2018-06-01,,,,,,,,,,,,,,,,,,,,
2018-06-02,,,,,,,,,,,,,,,,,,,,
2018-06-03,,,,,,,,,,,,,,,,,,,,
2018-06-04,,,,,,,,,,,,,,,,,,,,
2018-06-05,,,,,,,,,,,,,,,,,,,,
2018-06-06,,,,,,,,,,,,,,,,,,,,
2018-06-07,,,,,,,,,,,,,,,,,,,,
2018-06-08,,,,,,,,,,,,,,,,,,,,
2018-06-09,,,,,,,,,,,,,,,,,,,,
2018-06-10,0.7616509,102.461445239395,0.8290648000000002,100.303123590126,0.8351309000000001,99.81209909097592,0.2577351,98.9045251131632,0.8223263000000001,100.194237494648,0.5944666000000001,103.65242134633199,0.7856035,100.19411629423401,0.8420440999999999,99.87216546969671,0.8175441,100.283043895154,0.7773018,100.094649914491
2018-06-11,,,,,,,,,,,,,,,,,,,,
2018-06-12,,,,,,,,,,,,,,,,,,,,
2018-06-13,,,,,,,,,,,,,,,,,,,,
2018-06-14,,,,,,,,,,,,,,,,,,,,
2018-06-15,,,,,,,,,,,,,,,,,,,,
2018-06-16,,,,,,,,,,,,,,,,,,,,
2018-06-17,,,,,,,,,,,,,,,,,,,,
2018-06-18,,,,,,,,,,,,,,,,,,,,
2018-06-19,,,,,,,,,,,,,,,,,,,,
2018-06-20,0.7732760000000001,102.22044475943198,0.8327899,100.256572541991,0.8370681999999999,99.80508564013121,0.2857827,100.878693280226,0.8247437,100.243416489843,0.6282095,103.218745186896,0.7917798,100.07475471110399,0.842692,99.8773981922778,0.8225386999999998,100.478405701255,0.7814654999999999,99.77512166409971
2018-06-21,,,,,,,,,,,,,,,,,,,,
2018-06-22,,,,,,,,,,,,,,,,,,,,
2018-06-23,,,,,,,,,,,,,,,,,,,,
2018-06-24,,,,,,,,,,,,,,,,,,,,
2018-06-25,,,,,,,,,,,,,,,,,,,,
2018-06-26,,,,,,,,,,,,,,,,,,,,
2018-06-27,,,,,,,,,,,,,,,,,,,,
2018-06-28,,,,,,,,,,,,,,,,,,,,
2018-06-29,,,,,,,,,,,,,,,,,,,,
2018-06-30,0.7820138000000001,101.89135133122801,0.8353803,100.201199068586,0.8385115,99.85007511415459,0.3213267,102.85166410779301,0.8259938,100.242850322633,0.6563336999999999,102.46675900759199,0.7965703000000001,100.01151838546998,0.8425893,99.8737632417403,0.826564,100.642965725334,0.7843555999999999,99.56077092107559
2018-07-01,,,,,,,,,,,,,,,,,,,,
2018-07-02,,,,,,,,,,,,,,,,,,,,
2018-07-03,,,,,,,,,,,,,,,,,,,,
2018-07-04,,,,,,,,,,,,,,,,,,,,
2018-07-05,,,,,,,,,,,,,,,,,,,,
2018-07-06,,,,,,,,,,,,,,,,,,,,
2018-07-07,,,,,,,,,,,,,,,,,,,,
2018-07-08,,,,,,,,,,,,,,,,,,,,
2018-07-09,,,,,,,,,,,,,,,,,,,,
2018-07-10,0.7933918000000001,101.18348881518101,0.8380828000000001,100.03638371550501,0.8402311,99.960744714095,0.4115995,105.92700804298,0.8259989,100.194647791923,0.6972059,100.525535060156,0.8036649,100.014211341987,0.8409774999999999,99.75668159919711,0.8322809000000001,100.66611306522199,0.7874708,99.37478915494309
2018-07-11,,,,,,,,,,,,,,,,,,,,
2018-07-12,,,,,,,,,,,,,,,,,,,,
2018-07-13,,,,,,,,,,,,,,,,,,,,
2018-07-14,,,,,,,,,,,,,,,,,,,,
2018-07-15,,,,,,,,,,,,,,,,,,,,
2018-07-16,,,,,,,,,,,,,,,,,,,,
2018-07-17,,,,,,,,,,,,,,,,,,,,
2018-07-18,,,,,,,,,,,,,,,,,,,,
2018-07-19,,,,,,,,,,,,,,,,,,,,
2018-07-20,0.7965588,101.013368754565,0.8386309000000001,99.9710649743202,0.8409479999999999,100.05071328755501,0.4646002,106.978705092505,0.8252143,100.103647672943,0.7102715999999999,99.86466604115921,0.8060328,100.16778631472602,0.8402453000000001,99.70901948863809,0.8348513000000001,100.766122043384,0.7868944,99.34228769168242
2018-07-21,,,,,,,,,,,,,,,,,,,,
2018-07-22,,,,,,,,,,,,,,,,,,,,
2018-07-23,,,,,,,,,,,,,,,,,,,,
2018-07-24,,,,,,,,,,,,,,,,,,,,
2018-07-25,,,,,,,,,,,,,,,,,,,,
2018-07-26,,,,,,,,,,,,,,,,,,,,
2018-07-27,,,,,,,,,,,,,,,,,,,,
2018-07-28,,,,,,,,,,,,,,,,,,,,
2018-07-29,,,,,,,,,,,,,,,,,,,,
2018-07-30,,,,,,,,,,,,,,,,,,,,
2018-07-31,0.7974599,100.853012898729,0.8378300999999999,99.8059145421438,0.8404944999999999,100.004121475493,0.5192651,107.360683288067,0.824752,100.054147499436,0.720653,99.41390336694029,0.8066625,100.287072164782,0.8391698000000001,99.5821818892475,0.8349517,100.683605038414,0.7844201999999999,99.2270136388652
2018-08-01,,,,,,,,,,,,,,,,,,,,
2018-08-02,,,,,,,,,,,,,,,,,,,,
2018-08-03,,,,,,,,,,,,,,,,,,,,
2018-08-04,,,,,,,,,,,,,,,,,,,,
2018-08-05,,,,,,,,,,,,,,,,,,,,
2018-08-06,,,,,,,,,,,,,,,,,,,,
2018-08-07,,,,,,,,,,,,,,,,,,,,
2018-08-08,,,,,,,,,,,,,,,,,,,,
2018-08-09,,,,,,,,,,,,,,,,,,,,
2018-08-10,0.7966977,100.86295418829599,0.838289,99.81030974726092,0.8437396,100.300596670644,0.5974054,103.79932170258301,0.8256804,100.109600573531,0.737088,99.2642153290701,0.8078009,100.795766347245,0.8430472,99.82761922146841,0.8362200999999999,100.674099023034,0.7795343000000001,99.1818997348922
2018-08-11,,,,,,,,,,,,,,,,,,,,
2018-08-12,,,,,,,,,,,,,,,,,,,,
2018-08-13,,,,,,,,,,,,,,,,,,,,
2018-08-14,,,,,,,,,,,,,,,,,,,,
2018-08-15,,,,,,,,,,,,,,,,,,,,
2018-08-16,,,,,,,,,,,,,,,,,,,,
2018-08-17,,,,,,,,,,,,,,,,,,,,
2018-08-18,,,,,,,,,,,,,,,,,,,,
2018-08-19,,,,,,,,,,,,,,,,,,,,
2018-08-20,0.7958152,100.991967354557,0.8389849,99.89729170358571,0.8452050999999999,100.39369986021,0.6180906,101.677512319117,0.8282181999999999,100.327456915037,0.7423761,99.375336188851,0.8072431999999999,100.963735799746,0.8468868,100.073251261422,0.8379279000000001,100.813774005533,0.7774331999999999,99.1842738459742
2018-08-21,,,,,,,,,,,,,,,,,,,,
2018-08-22,,,,,,,,,,,,,,,,,,,,
2018-08-23,,,,,,,,,,,,,,,,,,,,
2018-08-24,,,,,,,,,,,,,,,,,,,,
2018-08-25,,,,,,,,,,,,,,,,,,,,
2018-08-26,,,,,,,,,,,,,,,,,,,,
2018-08-27,,,,,,,,,,,,,,,,,,,,
2018-08-28,,,,,,,,,,,,,,,,,,,,
2018-08-29,,,,,,,,,,,,,,,,,,,,
2018-08-30,,,,,,,,,,,,,,,,,,,,
2018-08-31,0.7944659000000001,101.165589659872,0.8399610000000001,100.04099612374701,0.8465415999999999,100.470806880424,0.6287771,100.373218196971,0.8311734000000001,100.565119535387,0.7444647,99.4712825729713,0.8051795,100.958717614106,0.8508030999999999,100.28965664048201,0.8358266,100.55604985741199,0.7766466,99.3278624781974
2018-09-01,,,,,,,,,,,,,,,,,,,,
2018-09-02,,,,,,,,,,,,,,,,,,,,
2018-09-03,,,,,,,,,,,,,,,,,,,,
2018-09-04,,,,,,,,,,,,,,,,,,,,
2018-09-05,,,,,,,,,,,,,,,,,,,,
2018-09-06,,,,,,,,,,,,,,,,,,,,
2018-09-07,,,,,,,,,,,,,,,,,,,,
2018-09-08,,,,,,,,,,,,,,,,,,,,
2018-09-09,,,,,,,,,,,,,,,,,,,,
2018-09-10,0.7925582,101.34345070038799,0.8406053,100.174421233522,0.8474681999999999,100.51320107081999,0.6299084,99.85467718434731,0.8329759,100.65589995328399,0.7442956999999999,99.5948475217576,0.8022739999999999,100.83016171413,0.853825,100.391413494885,0.8346021,100.399406185342,0.7769335999999999,99.5599266448091
2018-09-11,,,,,,,,,,,,,,,,,,,,
2018-09-12,,,,,,,,,,,,,,,,,,,,
2018-09-13,,,,,,,,,,,,,,,,,,,,
2018-09-14,,,,,,,,,,,,,,,,,,,,
2018-09-15,,,,,,,,,,,,,,,,,,,,
2018-09-16,,,,,,,,,,,,,,,,,,,,
2018-09-17,,,,,,,,,,,,,,,,,,,,
2018-09-18,,,,,,,,,,,,,,,,,,,,
2018-09-19,,,,,,,,,,,,,,,,,,,,
2018-09-20,0.7852385999999999,101.50958140778499,0.8392884,100.276997252805,0.84725,100.47621639211901,0.6025604,99.49086735504422,0.8342396000000001,100.64842593344,0.7381217,99.69308631480949,0.7964922,100.612057369726,0.8575249,100.428994333304,0.8312649,100.20243676835699,0.7773379,99.90723410925241
2018-09-21,,,,,,,,,,,,,,,,,,,,
2018-09-22,,,,,,,,,,,,,,,,,,,,
2018-09-23,,,,,,,,,,,,,,,,,,,,
2018-09-24,,,,,,,,,,,,,,,,,,,,
2018-09-25,,,,,,,,,,,,,,,,,,,,
2018-09-26,,,,,,,,,,,,,,,,,,,,
2018-09-27,,,,,,,,,,,,,,,,,,,,
2018-09-28,,,,,,,,,,,,,,,,,,,,
2018-09-29,,,,,,,,,,,,,,,,,,,,
2018-09-30,0.7798520999999999,101.51726859601801,0.837383,100.287917956266,0.8460696,100.43603338073,0.5792274000000001,99.4224364167325,0.8338139999999999,100.631023262841,0.7336731,99.83484708641551,0.7933020000000001,100.535640413968,0.8582562,100.44379653615299,0.8302668,100.33492589548,0.77728,100.018231734534
2018-10-01,,,,,,,,,,,,,,,,,,,,
2018-10-02,,,,,,,,,,,,,,,,,,,,
2018-10-03,,,,,,,,,,,,,,,,,,,,
2018-10-04,,,,,,,,,,,,,,,,,,,,
2018-10-05,,,,,,,,,,,,,,,,,,,,
2018-10-06,,,,,,,,,,,,,,,,,,,,
2018-10-07,,,,,,,,,,,,,,,,,,,,
2018-10-08,,,,,,,,,,,,,,,,,,,,
2018-10-09,,,,,,,,,,,,,,,,,,,,
2018-10-10,0.7733262,101.51247917691799,0.8348945,100.334499544416,0.8450325000000001,100.51422106665599,0.5517041,99.3934020872637,0.8323642,100.618984667184,0.7262906,99.8535044013637,0.7896678,100.49396767721001,0.8585017,100.534230264454,0.8264408999999999,100.219090388393,0.7770446,100.148458753533
2018-10-11,,,,,,,,,,,,,,,,,,,,
2018-10-12,,,,,,,,,,,,,,,,,,,,
2018-10-13,,,,,,,,,,,,,,,,,,,,
2018-10-14,,,,,,,,,,,,,,,,,,,,
2018-10-15,,,,,,,,,,,,,,,,,,,,
2018-10-16,,,,,,,,,,,,,,,,,,,,
2018-10-17,,,,,,,,,,,,,,,,,,,,
2018-10-18,,,,,,,,,,,,,,,,,,,,
2018-10-19,,,,,,,,,,,,,,,,,,,,
2018-10-20,0.7651551,101.53051482617701,0.8313649,100.401107805284,0.8422545,100.536533930191,0.5215173,99.36851179337259,0.8302473,100.698825106225,0.7147224,99.7280933908567,0.785238,100.511318441038,0.8567027,100.567834449444,0.8228443999999999,100.33607657156799,0.7764581,100.35768734536501
2018-10-21,,,,,,,,,,,,,,,,,,,,
2018-10-22,,,,,,,,,,,,,,,,,,,,
2018-10-23,,,,,,,,,,,,,,,,,,,,
2018-10-24,,,,,,,,,,,,,,,,,,,,
2018-10-25,,,,,,,,,,,,,,,,,,,,
2018-10-26,,,,,,,,,,,,,,,,,,,,
2018-10-27,,,,,,,,,,,,,,,,,,,,
2018-10-28,,,,,,,,,,,,,,,,,,,,
2018-10-29,,,,,,,,,,,,,,,,,,,,
2018-10-30,,,,,,,,,,,,,,,,,,,,
2018-10-31,0.7401922,101.64549760155701,0.8196213,100.540426238882,0.8318540999999999,100.58812726845501,0.46339009999999997,100.42531940523001,0.8182644,100.643481667716,0.6640784000000001,98.04631891597391,0.7709595,100.685418217086,0.8451619,100.383316417038,0.8111958,100.66200905845601,0.7669305000000001,100.54725994022499
2018-11-01,,,,,,,,,,,,,,,,,,,,
2018-11-02,,,,,,,,,,,,,,,,,,,,
2018-11-03,,,,,,,,,,,,,,,,,,,,
2018-11-04,,,,,,,,,,,,,,,,,,,,
2018-11-05,,,,,,,,,,,,,,,,,,,,
2018-11-06,,,,,,,,,,,,,,,,,,,,
2018-11-07,,,,,,,,,,,,,,,,,,,,
2018-11-08,,,,,,,,,,,,,,,,,,,,
2018-11-09,,,,,,,,,,,,,,,,,,,,
2018-11-10,0.7224583000000001,101.91392142797501,0.8114134,100.677052580794,0.8240120000000001,100.646628436059,0.4366076,101.47186118299,0.8092728,100.670765247394,0.6268592,97.0311189198147,0.7597818000000001,100.868261321185,0.836514,100.32559753898899,0.8009261,100.59336324048901,0.7571944,100.664951991763
2018-11-11,,,,,,,,,,,,,,,,,,,,
2018-11-12,,,,,,,,,,,,,,,,,,,,
2018-11-13,,,,,,,,,,,,,,,,,,,,
2018-11-14,,,,,,,,,,,,,,,,,,,,
2018-11-15,,,,,,,,,,,,,,,,,,,,
2018-11-16,,,,,,,,,,,,,,,,,,,,
2018-11-17,,,,,,,,,,,,,,,,,,,,
2018-11-18,,,,,,,,,,,,,,,,,,,,
2018-11-19,,,,,,,,,,,,,,,,,,,,
2018-11-20,0.7002702,102.332951155114,0.8009341,100.806681761593,0.8135059,100.646346772375,0.4106898,102.323235307118,0.7978034,100.69865199989599,0.5851893,96.2596757606719,0.7448134,101.088540392827,0.8250139999999999,100.178979763826,0.7894403,100.65395550814699,0.7436069000000001,100.89164247903
2018-11-21,,,,,,,,,,,,,,,,,,,,
2018-11-22,,,,,,,,,,,,,,,,,,,,
2018-11-23,,,,,,,,,,,,,,,,,,,,
2018-11-24,,,,,,,,,,,,,,,,,,,,
2018-11-25,,,,,,,,,,,,,,,,,,,,
2018-11-26,,,,,,,,,,,,,,,,,,,,
2018-11-27,,,,,,,,,,,,,,,,,,,,
2018-11-28,,,,,,,,,,,,,,,,,,,,
2018-11-29,,,,,,,,,,,,,,,,,,,,
2018-11-30,0.6450459,104.02802853861601,0.7744880000000001,101.210765986992,0.7868081,100.677533510929,0.361212,101.450662666653,0.7679706999999999,100.710080750709,0.500983,96.1218604602477,0.7020935,101.74016276672899,0.7979169,99.96473775547742,0.7612478,100.610173678745,0.7041375,101.83331359603599
2018-12-01,,,,,,,,,,,,,,,,,,,,
2018-12-02,,,,,,,,,,,,,,,,,,,,
2018-12-03,,,,,,,,,,,,,,,,,,,,
2018-12-04,,,,,,,,,,,,,,,,,,,,
2018-12-05,,,,,,,,,,,,,,,,,,,,
2018-12-06,,,,,,,,,,,,,,,,,,,,
2018-12-07,,,,,,,,,,,,,,,,,,,,
2018-12-08,,,,,,,,,,,,,,,,,,,,
2018-12-09,,,,,,,,,,,,,,,,,,,,
2018-12-10,0.6141679,105.17089909471399,0.7594515000000001,101.53238418593901,0.7718731,100.799492834036,0.34221609999999997,100.674248497071,0.7519918000000001,100.83974464399701,0.46191530000000003,96.5216478066352,0.6728625,101.911794706374,0.7832851,99.8722360406788,0.7465858,100.543304505609,0.6788603,102.528263274399
2018-12-11,,,,,,,,,,,,,,,,,,,,
2018-12-12,,,,,,,,,,,,,,,,,,,,
2018-12-13,,,,,,,,,,,,,,,,,,,,
2018-12-14,,,,,,,,,,,,,,,,,,,,
2018-12-15,,,,,,,,,,,,,,,,,,,,
2018-12-16,,,,,,,,,,,,,,,,,,,,
2018-12-17,,,,,,,,,,,,,,,,,,,,
2018-12-18,,,,,,,,,,,,,,,,,,,,
2018-12-19,,,,,,,,,,,,,,,,,,,,
2018-12-20,0.5837371,106.384974224515,0.7431810000000001,101.84113198898599,0.7565331,100.985004749168,0.3274125,100.280025486331,0.7364853,101.063856717685,0.42808029999999997,97.39865009402081,0.6410070999999999,102.125488915212,0.7693302,99.83759472524041,0.7327252,100.715226218519,0.6510265000000001,103.32083606241301
2018-12-21,,,,,,,,,,,,,,,,,,,,
2018-12-22,,,,,,,,,,,,,,,,,,,,
2018-12-23,,,,,,,,,,,,,,,,,,,,
2018-12-24,,,,,,,,,,,,,,,,,,,,
2018-12-25,,,,,,,,,,,,,,,,,,,,
2018-12-26,,,,,,,,,,,,,,,,,,,,
2018-12-27,,,,,,,,,,,,,,,,,,,,
2018-12-28,,,,,,,,,,,,,,,,,,,,
2018-12-29,,,,,,,,,,,,,,,,,,,,
2018-12-30,,,,,,,,,,,,,,,,,,,,
2018-12-31,0.5552988,107.477829657334,0.7259601999999999,102.034173996914,0.741549,101.21051276222,0.31622680000000003,100.295441848237,0.7224639,101.35382232638399,0.4003312,98.73334963062521,0.6092546999999999,102.541358830914,0.7571912,99.8876870006489,0.7207001000000001,100.88204695105101,0.6218054000000001,104.074875058482
