AdminStrata,Bamako,Bamako,Bamako,Gao-Menaka,Gao-Menaka,Gao-Menaka,Kayes,Kayes,Kayes,Kidal,Kidal,Kidal,Koulikoro,Koulikoro,Koulikoro,Mopti,Mopti,Mopti,Segou,Segou,Segou,Sikasso,Sikasso,Sikasso,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni
2018-03-20,100.0,100.0,0.0,100.0,100.0,0.0,100.50994900509899,100.50994900509899,0.051,100.0,100.0,0.0,102.97571656051001,102.97571656051001,0.304,100.63,100.63,0.063,101.5992003998,101.61919040479799,0.162,164.838332684067,165.348747591522,9.151,100.0,101.137951686963,0.0
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,108.79240431213499,108.79240431213499,1.0,100.0,100.0,0.0,101.45746579416999,101.45746579416999,0.18100000000000002,100.0,100.0,0.0,111.73731690755699,111.73731690755699,1.172,100.82,100.82,0.019,110.355794076724,110.375670840787,0.9390000000000001,177.25012748597698,180.7125,7.4670000000000005,100.0,100.9,0.0
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-10,106.25200900032101,106.25200900032101,2.222,100.0,100.0,0.0,103.64563293574498,103.65525202000799,0.5429999999999999,100.0,100.0,0.0,112.296659086934,112.53494060097799,1.364,100.405539070228,100.405539070228,0.069,107.190337983335,107.21707385565901,0.348,148.150492900425,148.99277518062001,6.144,100.52,101.42,0.052000000000000005
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-20,83.5563713879678,83.5563713879678,0.889,100.0,100.0,0.0,100.054679668277,100.519409513395,0.255,100.0,100.0,0.0,97.77910715621029,100.014902019224,0.54,99.5639957368472,100.174401705261,0.188,100.979549750816,102.370523061067,0.465,81.8861693861694,108.495998582524,1.682,100.53,101.43,0.001
2018-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-30,61.0131703893316,64.8446490218642,1.6669999999999998,100.0,100.0,0.0,96.1046369489039,97.32135631625799,0.995,100.0,100.0,0.0,80.4810248972685,88.01684760040341,1.4140000000000001,98.84815796690741,99.5977694487613,0.556,87.479877067174,95.141317016317,1.1420000000000001,68.9872981601856,98.810989765226,12.209000000000001,100.56,101.46,0.003
2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-10,64.4337058290547,69.06677167126061,8.777999999999999,101.217443368925,101.217443368925,0.14300000000000002,86.9810735339745,89.5948155774938,2.767,100.249525900789,100.249525900789,0.044000000000000004,84.115590771382,91.3854080251495,6.093,88.108148817593,88.5121003884075,0.955,90.9845725305335,95.2870652679448,5.377999999999999,69.9975173783515,92.0113306342008,15.582,100.30959752321999,101.358234295416,0.04
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-20,93.64914658421921,89.3254481611532,23.778000000000002,103.633114949375,103.633114949375,0.297,81.3732878230418,82.38643606849949,4.595,100.756369426752,100.756369426752,0.08,98.952967713699,99.06714164955922,11.885,80.78188023580509,81.2667315648576,1.507,120.193186786978,119.977611940299,13.717,87.3929628938032,93.18621639968791,27.730999999999998,100.54753608760599,101.07516177202601,0.057
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-31,105.644444444444,93.5369575337506,24.0,112.659821774506,112.659821774506,1.1909999999999998,68.1032617096924,69.31588957408789,4.666,101.88810493888501,101.88810493888501,0.129,106.439135381115,101.135482202879,14.124,96.8103073879265,96.7454528667713,7.6,135.89568216962098,130.52253988649798,16.604,97.81642361381891,97.40824585613942,34.488,102.588582677165,103.13976377952801,0.326
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-10,119.444318181818,105.38334184616998,47.333,109.721322099806,110.69146785281,2.056,85.1358967366603,83.9147538851681,27.568,101.062719423095,101.297594241334,0.442,105.440572875731,101.586735857664,24.361,142.728675046769,133.91026966358498,24.381,130.56722030711398,123.973153423987,22.175,92.56855694667071,91.46279057733109,34.619,104.97284135605899,105.743148442615,0.826
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,100.842214959026,96.73470751344671,25.111,107.735914275838,110.213907421418,2.3369999999999997,74.819045174538,73.9568298123606,16.065,100.800719748088,101.478097285676,0.633,95.13979034937121,95.6819645477676,19.676,130.31955395082701,119.516850834588,11.075999999999999,109.382542236525,114.114754312769,16.483,93.0650120799473,88.80316481208929,39.536,105.78607449349701,106.71483961931601,0.805
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,120.5328,110.289718605147,68.222,117.672166987663,124.069618633222,8.213,98.3827044394812,90.1767955801105,46.8,105.307838127421,106.83830764185,1.702,116.443946635911,111.201653520859,50.964,134.41332243273,127.34660228477199,30.171999999999997,127.47172613128599,130.257893045942,47.485,103.226635814372,95.90461855464778,68.415,113.934490002334,116.214554676093,3.013
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-10,129.416025641026,119.922990159854,98.556,132.63143454851001,134.37698261641899,18.124000000000002,120.089053284326,108.663733892451,81.67399999999999,115.205488488687,115.537316281733,5.129,125.38796358360399,116.78040879203002,67.141,100.27566223042801,111.45555872263901,26.961,114.769017223515,118.85107669566999,43.443000000000005,108.405349297543,96.3566616589661,61.681000000000004,115.275847483232,117.92343387471,5.2589999999999995
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-20,151.551985434458,129.915365980804,116.22200000000001,155.359789624671,153.14326381849898,28.65,122.579543813113,104.539381833022,48.222,98.25551564905079,99.1526654723285,2.319,128.81597814030198,116.933830138134,62.352,100.43821987978599,107.01499127740699,34.63,122.557266727061,120.54694668161899,60.062,124.21117003782301,107.643548600981,101.609,111.008273734399,113.47346202893499,5.476
2018-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-31,121.498720563538,119.803479547762,65.333,124.289939275152,127.868262395393,14.249,111.81396048756399,103.33247919280399,68.154,98.11712265600978,101.218993621545,8.086,111.575315181465,113.15695073334801,67.77600000000001,71.850339929586,90.2548455617885,23.101999999999997,95.0359230504732,109.638885182598,44.037,125.14306151645201,113.52963292856,113.62799999999999,86.45286546343571,94.4399390145003,3.3110000000000004
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-10,108.225141316811,117.658050385669,77.444,141.924070137393,143.780160272507,46.577,103.765002545887,106.87740432054501,87.603,182.608035008813,176.675992125168,39.684,108.442166036233,114.04332170523001,77.75399999999999,102.49170795626699,107.18544272285101,82.445,110.166273421235,115.486058293478,84.338,128.96964034764,115.34316148604799,103.30799999999999,115.47400249006901,120.211908888943,20.167
2018-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-20,84.50052929868879,111.09951808789101,68.333,121.002728428746,135.20043650996598,27.185,113.01181750446199,110.15847824608299,95.124,230.43629324465198,202.76626259847902,35.082,112.652788959172,115.98268045193899,89.34899999999999,116.54335746656,113.95572464097499,75.527,108.446012149716,114.062804021187,77.45100000000001,124.742353543585,118.448068153968,118.99700000000001,147.297197001559,141.657096598076,26.061
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-31,87.9622140156576,107.149108589951,84.556,141.221830985915,137.014849456744,36.559,111.82053595950899,109.647395329451,92.27,244.201736806947,202.930217070734,24.905,106.339344478083,110.49480313072901,65.255,141.121762089389,115.29227712642201,69.344,123.787161449848,114.45317043440201,86.535,110.752763866262,114.41774096831301,98.086,163.55755442575898,140.897845351086,19.051
2018-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-10,95.4890042343942,108.400412892236,88.77799999999999,120.145826955723,135.322533682734,12.6,116.025457545502,112.97581424646201,78.25,179.497174040148,189.881787796797,3.693,112.497366657091,114.377539944725,70.358,141.851130787284,118.796967029991,57.883,124.43031238914,117.67189079321999,64.527,114.423174990592,118.79960455087799,98.26899999999999,155.046391387492,142.764317180617,10.561
2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-20,104.78304347826099,110.543007518797,57.667,118.14522507953801,131.612822439269,8.055,108.369753168526,114.30224977251301,47.607,131.64832543019898,185.698697401623,5.545,102.457458259854,114.311214724965,33.330999999999996,127.313039601151,116.618243472364,19.82,115.712097616621,115.213275730841,19.494,106.964711861849,118.936811457462,63.026,128.411540374731,140.710256410256,6.855
2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,125.031058301263,109.475108860203,70.0,105.012046916784,131.786499450385,9.007,118.822016715296,114.167865098351,56.358999999999995,108.488908860656,187.980852107727,7.319,120.440612424547,111.89423084306601,39.55,137.877987904387,117.51180868282302,27.199,130.378157422004,116.083250820277,48.232,126.542449644432,120.194681178186,83.521,125.316504406049,140.16686083655898,5.15
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-10,114.391157488833,104.47627388535,17.778,106.89394484844101,130.572678398504,2.6310000000000002,98.810736252897,108.086441586476,9.25,127.90877038342899,189.980029401159,0.354,98.0502990958063,108.520201613153,9.401,108.677604593929,121.249925917146,9.22,113.821510896899,117.678863791891,9.179,123.74501382746901,122.495455022847,37.650999999999996,111.142308260677,140.31573986804898,0.5579999999999999
2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
