AdminStrata,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Cascades,Cascades,Centre,Centre,Centre-Est,Centre-Est,Centre-Nord,Centre-Nord,Centre-Ouest,Centre-Ouest,Centre-Sud,Centre-Sud,Est,Est,Hauts-Bassins,Hauts-Bassins,Nord,Nord,Plateau-Central,Plateau-Central,Sahel,Sahel,Sud-Ouest,Sud-Ouest
Indicator,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly
2018-01-10,0.29078035,103.5527981075,0.3798146,102.98559424718698,0.24365255,101.27804435915701,0.25795745,98.81259303063196,0.21262910000000002,99.24561285500187,0.2881217,101.133332495844,0.28074869999999996,101.457963568856,0.25917650000000003,98.67452676031886,0.3427165,103.13434344893315,0.2314968,102.5178525124625,0.2453891,101.3286410792685,0.17453125,98.82332979907542,0.3256872,102.35495247838465
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-20,0.25216700000000003,94.0152245379777,0.3262778,94.3011479204405,0.2207755,95.1342909693298,0.2435545,96.30683467859009,0.1996757,95.7223253319266,0.2512438,92.7718394024046,0.25598699999999996,96.13837224536941,0.24286529999999998,95.507392182728,0.2929423,93.4050139967676,0.2063759,94.81820118437729,0.2230837,95.3638061753758,0.1676798,96.68156479665008,0.2860618,95.088076110798
2018-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-31,0.2439361,95.5378667347061,0.31430840000000004,97.15810430054042,0.21345509999999998,95.90613066570559,0.23358760000000003,96.79035166878509,0.19408620000000001,96.13398234989,0.24149450000000003,94.08174324656241,0.24626030000000002,96.93854980390459,0.23449789999999998,96.3580454312063,0.28028800000000004,95.7448381279479,0.1998404,95.1833144495995,0.2157868,96.0452540880885,0.1650924,97.04032346112791,0.27841659999999996,97.2621957341251
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-10,0.2403667,96.35821091660641,0.3136429,98.6163876435986,0.2099194,96.30321800657958,0.2297576,97.22636950785851,0.1910834,96.24287609962359,0.23777070000000003,94.6561834740712,0.2423712,97.39012718591421,0.2312577,96.9012433682605,0.2760663,96.945384464896,0.1968967,95.557651564821,0.2122433,96.40500326259779,0.1627132,96.739749838436,0.2794841,98.5278422617223
2018-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-20,0.2386103,97.72722886148459,0.31797709999999996,100.470164101469,0.20776529999999999,97.2706953526801,0.2283994,98.4163558154859,0.18928920000000002,97.00043131264981,0.2362986,95.6879068343492,0.241081,98.55152641258509,0.23040860000000002,98.2426526104101,0.27503690000000003,98.6028201452118,0.1950055,96.48845059173661,0.21014290000000002,97.4090689700493,0.161384,97.18429265260559,0.2862152,100.68472700908899
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,0.2388156,99.54829985995741,0.3272323,102.608848684219,0.2074459,98.7827029864353,0.23003560000000003,100.41073526812201,0.1890062,98.34958048202391,0.23759729999999998,97.177763653756,0.2433029,100.588641792401,0.23213360000000002,100.33596632014999,0.27752020000000005,100.604851281412,0.1941049,97.78210130759399,0.2100346,99.05608304366459,0.16166629999999999,98.39072776571008,0.2990865,103.743344908697
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,
